Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
196,27.316,30.256,-0.4735711,-0.2096727,2.479469,1.170502,32.79,32.79,Sess01_script05_M003,neutral,3.9,3.3,surprise,3,2,surprise,4,3,neutral,4,3,neutral,3,3,happy,5,4,neutral,4,4,happy,5,4,neutral,4,4,neutral,4,3,neutral,3,3
197,30.256,34.492,-0.2096727,-0.03253542,1.170502,2.361273,32.79,32.93,Sess01_script05_F003,neutral,4.1,3.4,happy,4,3,surprise,4,3,neutral,4,3,neutral,3,3,happy,5,4,neutral,4,4,happy,5,4,neutral,4,4,neutral,4,3,neutral,4,3
198,34.492,46.429,-0.03253542,1.923205,2.361273,1.362736,32.93,33.03,Sess01_script05_M004,happy,4.4,3.8,happy,5,5,happy,5,5,happy,4,4,neutral,4,3,happy,5,5,neutral,4,4,neutral,4,3,happy,4,4,happy,4,2,neutral,5,3
199,46.429,51.792,1.923205,-0.3542745,1.362736,1.653651,33.03,32.93,Sess01_script05_F004,happy,4.6,3.8,happy,5,4,happy,5,4,happy,4,4,happy,5,3,happy,5,5,happy,5,4,happy,4,4,happy,4,4,neutral,4,2,neutral,5,4
200,51.792,58.023,-0.3542745,0.1048364,1.653651,3.087518,32.93,32.83,Sess01_script05_M005,neutral,3.9,3.3,happy,4,3,neutral,2,3,happy,4,3,neutral,5,3,happy,5,4,neutral,2,4,happy,5,3,neutral,4,4,neutral,4,2,neutral,4,4
201,58.023,73.935,0.1048364,-0.1265266,3.087518,2.574304,32.83,32.87,Sess01_script05_M006,neutral,3,3,surprise,3,2,neutral,2,3,neutral,3,3,neutral,3,3,neutral,4,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
202,73.935,88.085,-0.1265266,0.08676112,2.574304,2.28339,32.87,32.84,Sess01_script05_F005,neutral,2.8,3.3,neutral,4,3,surprise,2,4,neutral,3,3,surprise,2,4,neutral,3,4,neutral,3,3,surprise,2,3,neutral,3,3,surprise,3,3,neutral,3,3
203,88.085,92.369,0.08676112,-0.06145579,2.28339,2.487158,32.84,32.81,Sess01_script05_M007,surprise,2.2,3.3,surprise,3,3,surprise,2,4,surprise,3,3,surprise,2,4,surprise,2,4,surprise,1,2,surprise,2,4,surprise,2,2,surprise,3,3,surprise,2,4
204,92.369,100.497,-0.06145579,0.06145579,2.487158,2.466653,32.81,32.84,Sess01_script05_F006,surprise,2.1,3.2,surprise,2,3,surprise,2,4,surprise,3,3,surprise,2,4,surprise,2,4,surprise,1,2,surprise,2,4,surprise,2,2,surprise,3,3,surprise,2,3
205,100.497,110.23,0.06145579,0.0542257,2.466653,2.371817,32.84,32.84,Sess01_script05_M008,surprise,1.7,2.8,surprise,2,2,surprise,2,5,surprise,3,3,surprise,1,4,surprise,1,2,surprise,1,1,surprise,2,4,surprise,1,2,surprise,3,2,sad,1,3
206,110.23,133.423,0.0542257,-0.3145091,2.371817,2.004009,32.84,32.84,Sess01_script05_F007,surprise,1.6,3,surprise,2,2,surprise,1,5,surprise,3,3,surprise,1,4,surprise,1,3,surprise,1,1,surprise,2,4,surprise,1,2,surprise,3,3,sad,1,3
207,133.423,146.114,-0.3145091,0.0542257,2.004009,1.942202,32.84,32.71,Sess01_script05_M009,surprise,1.4,2.9,surprise,1,3,surprise,1,4,neutral,2,3,surprise,1,4,surprise,1,4,surprise,1,1,neutral,2,4,surprise,1,2,neutral,3,2,sad,1,2
208,146.114,155.345,0.0542257,-0.6579385,1.942202,1.626937,32.71,32.68,Sess01_script05_F008,surprise,1.6,2.8,surprise,2,3,surprise,2,3,surprise,2,3,surprise,1,4,surprise,1,4,fear,1,1,neutral,2,3,fear,1,2,surprise,3,3,sad,1,2
209,155.345,158.27,-0.6579385,-0.2675134,1.626937,1.570549,32.68,32.68,Sess01_script05_M010,surprise,1.7,2.9,surprise,3,3,surprise,2,4,neutral,2,3,surprise,1,4,surprise,1,4,fear,1,1,neutral,2,3,fear,1,2,neutral,3,3,sad,1,2
210,158.27,166.034,-0.2675134,0.03615047,1.570549,1.506471,32.68,32.66,Sess01_script05_F009,surprise,1.7,2.9,surprise,3,3,surprise,2,4,neutral,2,3,surprise,1,4,surprise,1,4,fear,1,1,neutral,2,3,fear,1,2,neutral,3,3,sad,1,2
211,166.034,178.732,0.03615047,0.07230093,1.506471,1.413999,32.66,32.73,Sess01_script05_M011,neutral,1.6,2.4,neutral,2,2,sad,2,2,neutral,2,3,surprise,1,4,surprise,1,4,fear,1,1,neutral,2,2,fear,1,2,neutral,3,2,sad,1,2
212,178.732,187.395,0.07230093,-0.1843674,1.413999,1.529339,32.73,32.73,Sess01_script05_F010,sad;surprise,1.6,2.4,surprise,2,2,sad,2,2,sad,2,2,surprise,1,4,surprise,1,4,fear,1,1,neutral,2,2,fear,1,2,neutral,3,3,sad,1,2
213,187.395,211.665,-0.1843674,-0.0542257,1.529339,1.303784,32.73,32.66,Sess01_script05_M012,angry,1.2,4.2,angry,1,5,angry,1,5,angry,1,5,angry,1,5,surprise,1,5,angry,1,1,neutral,2,2,angry,1,4,angry,2,5,angry,1,5
214,211.665,223.554,-0.0542257,-0.310894,1.303784,1.513961,32.66,32.65,Sess01_script05_F011,sad,1.4,3.6,sad,3,3,surprise,1,5,sad,1,4,sad,1,5,angry,1,5,sad,1,1,neutral,2,2,sad,1,4,surprise,2,3,sad,1,4
215,223.554,265.762,-0.310894,-0.1156815,1.513961,3.519015,32.65,32.59,Sess01_script05_M013,sad,1.7,3.2,sad,4,3,surprise,1,3,sad,2,3,sad,1,5,sad,1,5,fear,1,1,neutral,2,2,fear,1,4,neutral,3,3,sad,1,3
216,265.762,273.483,-0.1156815,0.003615046,3.519015,3.548491,32.59,32.57,Sess01_script05_F012,sad,1.6,3.3,fear,3,3,sad,1,2,surprise,2,3,sad,1,5,sad,1,5,fear,1,1,neutral,2,4,fear,1,4,neutral,3,3,sad,1,3
217,273.483,279.057,0.003615046,0.02169028,3.548491,3.516452,32.57,32.57,Sess01_script05_M014,angry;surprise,1.6,3.1,angry,3,2,fear,1,2,surprise,2,3,sad,1,4,sad,1,4,angry,1,1,neutral,2,4,angry,1,4,surprise,3,4,surprise,1,3
218,279.057,283.726,0.02169028,0.03615047,3.516452,3.52286,32.57,32.59,Sess01_script05_M015,fear,1.6,3.1,fear,3,4,fear,1,2,fear,2,3,sad,1,4,sad,1,4,fear,1,1,sad,2,4,fear,1,4,neutral,3,2,sad,1,3
219,283.726,292.255,0.03615047,0.05061065,3.52286,3.475442,32.59,32.61,Sess01_script05_F013,sad,1.7,3,fear,3,3,sad,1,2,surprise,2,3,neutral,1,4,sad,1,4,fear,1,1,sad,2,3,fear,1,4,neutral,3,3,sad,2,3
220,292.255,296.238,0.05061065,-0.2819736,3.475442,3.420335,32.61,32.59,Sess01_script05_M016,surprise,1.6,2.5,surprise,2,2,surprise,1,2,surprise,2,3,surprise,1,4,sad,1,4,fear,1,1,sad,2,2,fear,1,2,neutral,3,2,neutral,2,3
221,296.238,304.442,-0.2819736,0.03615047,3.420335,3.402393,32.59,32.59,Sess01_script05_F014,neutral;sad;fear,1.7,2.7,fear,3,3,sad,1,2,neutral,2,3,surprise,1,4,sad,1,4,fear,1,1,sad,2,2,fear,1,2,neutral,3,3,neutral,2,3
222,304.442,319.11,0.03615047,0.03615047,3.402393,3.18709,32.59,32.55,Sess01_script05_M017,surprise,1.6,2.6,surprise,2,3,angry,1,2,neutral,2,2,surprise,1,4,sad,1,4,surprise,1,1,sad,2,2,surprise,1,2,surprise,3,3,surprise,2,3
223,319.11,331.576,0.03615047,-0.2458232,3.18709,3.0474,32.55,32.55,Sess01_script05_F015,neutral,1.6,2.5,neutral,2,3,sad,1,2,neutral,2,2,surprise,1,4,sad,1,4,surprise,1,1,sad,2,2,surprise,1,2,neutral,3,2,neutral,2,3
224,331.576,346.576,-0.2458232,-0.06507084,3.0474,2.856837,32.55,32.57,Sess01_script05_M018,sad,1.7,2.5,fear,3,3,sad,1,1,sad,2,2,sad,1,4,sad,1,4,fear,1,1,sad,2,2,fear,1,2,neutral,3,3,sad,2,3
225,346.576,362.105,-0.06507084,-0.05784074,2.856837,2.715865,32.57,32.55,Sess01_script05_F016,sad,1.7,2.6,fear,3,3,sad,1,2,neutral,2,2,sad,1,4,sad,1,4,fear,1,1,sad,2,2,fear,1,2,neutral,3,3,sad,2,3
226,362.105,384.492,-0.05784074,-0.151832,2.715865,1.553888,32.55,32.57,Sess01_script05_M019,sad,1.4,2.7,sad,3,4,sad,1,1,sad,2,2,sad,1,4,sad,1,4,fear,1,1,sad,2,2,fear,1,2,sad,1,4,sad,1,3
227,384.492,394.022,-0.151832,0.06868588,1.553888,1.346076,32.57,32.59,Sess01_script05_F017,sad,1.3,2.6,sad,2,4,sad,1,1,sad,2,2,sad,1,4,sad,1,4,sad,1,1,sad,2,2,sad,1,2,sad,1,3,sad,1,3
228,394.022,398.958,0.06868588,-0.1084514,1.346076,1.37427,32.59,32.57,Sess01_script05_M020,sad,1.3,3.6,angry,2,5,angry,1,4,sad,2,4,sad,1,5,sad,1,5,sad,1,1,sad,1,2,sad,1,2,angry,2,4,sad,1,4
229,398.958,407.604,-0.1084514,-0.1843674,1.37427,1.406309,32.57,32.59,Sess01_script05_F018,sad,1.4,2.9,sad,3,4,sad,1,2,sad,2,2,sad,1,5,sad,1,5,sad,1,1,sad,1,2,sad,1,2,sad,2,3,sad,1,3
230,407.604,408.822,-0.1843674,-0.05061065,1.406309,1.470387,32.59,32.59,Sess01_script05_M021,sad,1.4,2.9,sad,3,3,sad,1,3,sad,2,2,sad,1,5,sad,1,4,sad,1,1,sad,1,3,sad,1,2,sad,2,3,sad,1,3
231,408.822,430.732,-0.05061065,-0.159062,1.470387,1.380678,32.59,32.57,Sess01_script05_F019,sad,1.5,2.7,sad,3,3,sad,1,1,sad,2,2,sad,1,5,sad,1,4,sad,1,1,sad,2,3,sad,1,2,sad,2,3,sad,1,3
232,430.732,437.513,-0.159062,-0.0542257,1.380678,1.617767,32.57,32.5,Sess01_script05_M022,sad,1.4,3,sad,3,4,sad,1,1,sad,2,2,sad,1,5,sad,1,5,sad,1,1,sad,2,4,sad,1,2,sad,1,3,sad,1,3
233,437.513,457.356,-0.0542257,-0.2458232,1.617767,1.83307,32.5,32.55,Sess01_script05_F020,sad,1.1,3.3,sad,2,4,sad,1,1,sad,1,4,sad,1,5,sad,1,5,sad,1,1,sad,1,5,sad,1,2,sad,1,3,sad,1,3
234,457.356,476.169,-0.2458232,-0.06507084,1.83307,3.193888,32.55,32.61,Sess01_script05_M023,sad,1,4.6,sad,1,5,angry,1,5,sad,1,5,sad,1,5,sad,1,5,angry,1,1,angry,1,5,angry,1,5,sad,1,5,sad,1,5
235,476.169,509.7,-0.06507084,-0.1120664,3.193888,4.880134,32.61,32.61,Sess01_script05_M024,sad,1,4.1,sad,1,5,sad,1,4,sad,1,4,sad,1,5,sad,1,5,fear,1,1,sad,1,5,fear,1,5,sad,1,3,sad,1,4
236,5.058,16.154,0.07230093,-0.1771373,3.189653,1.795114,32.65,32.71,Sess01_script06_F001,neutral,3,2.8,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
237,16.154,23.282,-0.1771373,0.0469956,1.795114,2.924171,32.71,32.63,Sess01_script06_M001,neutral,3,2.5,neutral,3,2,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,1,neutral,3,3
238,23.282,35.125,0.0469956,-0.38681,2.924171,1.642316,32.63,32.59,Sess01_script06_F002,neutral,3,2.6,angry,3,2,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3
239,35.125,40.014,-0.38681,-0.6037128,1.642316,1.498781,32.59,32.59,Sess01_script06_M002,neutral,2.6,2.7,angry,2,2,angry,2,2,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,angry,2,3
240,40.014,42.538,-0.6037128,0.03615047,1.498781,1.451363,32.59,32.59,Sess01_script06_F003,neutral,2.7,2.7,angry,3,2,neutral,3,2,neutral,3,3,disgust,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,2,neutral,3,3
241,42.538,49.935,0.03615047,-0.1879824,1.451363,0,32.59,32.63,Sess01_script06_F004,neutral,2.5,2.7,angry,3,2,neutral,3,2,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,2,neutral,2,3
242,49.935,55.615,-0.1879824,-0.4265755,0,0.001282,32.63,32.61,Sess01_script06_M003,disgust,2,3,angry,1,3,angry,2,4,neutral,2,3,disgust,2,3,neutral,3,4,disgust,2,2,neutral,2,3,disgust,2,2,disgust,2,3,disgust,2,3
243,55.615,60.056,-0.4265755,2.960723,0.001282,0.001282,32.61,32.63,Sess01_script06_F005,neutral,2.3,2.7,neutral,2,3,neutral,3,2,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
244,60.056,82.54,2.960723,-0.3361993,0.001282,1.515143,32.63,33,Sess01_script06_M004,neutral,2.9,3.1,angry,3,3,neutral,3,2,neutral,3,4,disgust,2,3,neutral,3,4,neutral,4,3,neutral,2,3,neutral,4,3,neutral,3,3,neutral,2,3
245,82.54,85.854,-0.3361993,1.836444,1.515143,1.852293,33,32.95,Sess01_script06_F006,neutral,2.7,3,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,2,3
246,85.854,89.375,1.836444,-0.04338056,1.852293,1.91509,32.95,32.97,Sess01_script06_M005,neutral,2.9,3.2,neutral,3,4,neutral,3,4,neutral,3,3,disgust,2,3,neutral,3,3,neutral,4,3,neutral,2,3,neutral,4,3,neutral,3,3,neutral,2,3
247,89.375,92.993,-0.04338056,0.05784074,1.91509,2.015251,32.97,32.75,Sess01_script06_F007,neutral,2.8,3,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3
248,92.993,96.718,0.05784074,0.03976551,2.015251,2.043445,32.75,32.73,Sess01_script06_M006,angry,2.3,3.9,angry,2,5,angry,3,4,angry,3,4,disgust,2,3,angry,3,5,angry,2,2,angry,2,4,angry,2,4,angry,2,4,angry,2,4
249,96.718,106.503,0.03976551,0.03976551,2.043445,1.408872,32.73,32.91,Sess01_script06_F008,neutral,2.5,3.1,angry,3,3,neutral,3,4,neutral,3,3,disgust,2,3,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,4,neutral,2,3,neutral,2,3
250,106.503,110.327,0.03976551,-0.4193454,1.408872,1.548563,32.91,32.91,Sess01_script06_M007,neutral,2.6,3,angry,3,2,neutral,3,4,neutral,3,3,disgust,2,3,angry,3,3,neutral,2,2,neutral,3,3,neutral,2,4,neutral,3,3,neutral,2,3
251,110.327,121.402,-0.4193454,0.01807523,1.548563,2.151097,32.91,32.89,Sess01_script06_M008,neutral;happy,3.5,3.6,neutral,4,4,happy,3,4,neutral,3,4,happy,4,3,happy,4,4,happy,4,3,neutral,3,3,happy,4,3,neutral,3,4,neutral,3,4
252,121.402,142.79,0.01807523,-0.1048364,2.151097,1.753613,32.89,32.83,Sess01_script06_M009,happy,4,3.8,neutral,3,4,surprise,4,4,happy,3,4,happy,4,3,happy,5,4,happy,4,4,happy,4,3,happy,4,4,surprise,4,4,happy,5,4
253,142.79,145.983,-0.1048364,0.03253542,1.753613,3.005498,32.83,32.83,Sess01_script06_M010,happy,4.1,4.1,neutral,4,4,happy,4,5,surprise,3,4,happy,4,3,happy,5,5,happy,4,4,happy,4,4,happy,4,4,happy,4,4,happy,5,4
254,145.983,147.769,0.03253542,-0.04338056,3.005498,2.84274,32.83,32.81,Sess01_script06_F009,happy,4,4,neutral,4,4,happy,3,5,happy,4,4,happy,4,3,happy,5,5,happy,4,4,happy,4,4,happy,4,4,happy,3,3,happy,5,4
255,147.769,164.915,-0.04338056,-0.02169028,2.84274,4.637366,32.81,32.93,Sess01_script06_M011,happy;surprise,4.7,4.5,happy,5,5,surprise,5,5,surprise,4,4,happy,5,4,happy,5,5,surprise,5,5,happy,4,4,surprise,5,4,surprise,4,5,happy,5,4
256,164.915,167.117,-0.02169028,0.0542257,4.637366,4.483578,32.93,32.81,Sess01_script06_F010,happy,4.6,4.3,neutral,4,4,surprise,5,5,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,5,4,neutral,4,4,happy,5,4
257,167.117,183.714,0.0542257,-0.09760625,4.483578,4.069337,32.81,32.93,Sess01_script06_M012,happy;surprise,4.7,4.5,happy,5,5,surprise,5,5,surprise,4,4,happy,5,4,happy,5,5,surprise,5,5,happy,4,4,surprise,5,4,surprise,4,5,happy,5,4
258,183.714,195.557,-0.09760625,-0.06868588,4.069337,6.206126,32.93,32.91,Sess01_script06_F011,surprise,4.4,4.4,surprise,3,5,surprise,5,5,surprise,4,4,happy,5,4,happy,5,5,surprise,5,5,happy,4,4,surprise,5,4,surprise,3,4,surprise,5,4
259,195.557,225.766,-0.06868588,-0.5169516,6.206126,5.166651,32.91,32.81,Sess01_script06_M013,neutral,3.8,4.3,neutral,3,5,surprise,2,5,neutral,3,4,happy,5,4,surprise,5,5,surprise,5,5,neutral,3,4,surprise,5,4,neutral,3,4,neutral,4,3
260,225.766,232.69,-0.5169516,0.03615047,5.166651,5.478071,32.81,32.81,Sess01_script06_M014,surprise,3,3.2,surprise,3,3,surprise,2,3,surprise,3,3,surprise,5,4,surprise,3,5,sad,3,3,neutral,2,2,sad,3,4,neutral,3,2,neutral,3,3
261,232.69,245.81,0.03615047,0.06868588,5.478071,5.081339,32.81,32.81,Sess01_script06_F012,surprise,3,3.1,surprise,3,3,surprise,2,3,surprise,3,3,surprise,5,4,surprise,3,5,sad,3,3,neutral,2,2,sad,3,3,neutral,3,2,neutral,3,3
262,245.81,247.43,0.06868588,0.1409868,5.081339,5.045455,32.81,32.84,Sess01_script06_M015,surprise,3,3.4,surprise,3,3,surprise,2,3,surprise,3,4,surprise,5,4,surprise,3,5,sad,2,3,neutral,2,2,surprise,4,4,neutral,3,3,neutral,3,3
263,247.43,253.031,0.1409868,-0.04338056,5.045455,4.998037,32.84,32.83,Sess01_script06_F013,surprise,3,3.2,surprise,3,3,surprise,2,2,surprise,3,4,surprise,5,4,surprise,3,5,sad,2,2,neutral,2,2,surprise,4,4,neutral,3,3,neutral,3,3
264,253.031,264.606,-0.04338056,0.07230093,4.998037,4.924436,32.83,32.79,Sess01_script06_M016,happy,4.9,4.9,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,happy,4,4,surprise,5,5,happy,5,5,happy,5,5
265,264.606,268.403,0.07230093,-0.04338056,4.924436,4.780901,32.79,32.75,Sess01_script06_F014,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5
266,268.403,271.635,-0.04338056,-0.1048364,4.780901,5.094884,32.75,32.45,Sess01_script06_M017,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,surprise,5,5,surprise,5,5,happy,5,5
267,271.635,273.856,-0.1048364,-0.01084514,5.094884,4.784017,32.45,32.45,Sess01_script06_F015,happy,4.8,5,neutral,3,5,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,surprise,5,5,surprise,5,5,happy,5,5
268,273.856,278.041,-0.01084514,0.01807523,4.784017,3.101027,32.45,32.5,Sess01_script06_M018,happy,4.6,4.7,angry,5,4,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,2,4,angry,5,5
269,278.041,282.66,0.01807523,-0.0542257,3.101027,3.661268,32.5,32.65,Sess01_script06_F016,happy,4.9,4.8,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,5,4,happy,5,5
270,282.66,290.564,-0.0542257,0.06145579,3.661268,3.777141,32.65,32.45,Sess01_script06_M019,happy,4.9,4.9,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5
271,290.564,298.051,0.06145579,-0.1229116,3.777141,4.503178,32.45,32.18,Sess01_script06_F017,happy,4.8,4.8,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,5,happy,5,4
272,298.051,304.223,-0.1229116,-0.2024426,4.503178,4.220562,32.18,32.29,Sess01_script06_M020,happy,4.3,4.5,neutral,2,5,happy,5,5,happy,5,4,happy,5,5,happy,4,5,happy,5,5,happy,4,4,happy,5,5,happy,4,4,happy,4,3
273,304.223,311.419,-0.2024426,-0.03253542,4.220562,3.101027,32.29,32.34,Sess01_script06_F018,happy,4.6,4.6,happy,4,5,happy,5,5,happy,5,5,happy,5,5,happy,4,5,happy,5,5,happy,4,4,happy,5,5,happy,5,4,happy,4,3
274,311.419,320.27,-0.03253542,-0.3361993,3.101027,2.976022,32.34,32.37,Sess01_script06_M021,happy,4.2,4.5,neutral,3,5,happy,5,5,happy,5,5,fear,5,4,happy,4,5,happy,5,5,neutral,3,3,happy,5,5,neutral,4,4,neutral,3,4
275,320.27,326.306,-0.3361993,0.06868588,2.976022,3.367791,32.37,32.45,Sess01_script06_F019,happy,4.5,4.6,happy,4,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,neutral,3,3,happy,5,5,happy,4,4,happy,4,4
276,326.306,333.092,0.06868588,-0.390425,3.367791,2.909381,32.45,32.59,Sess01_script06_M022,neutral,3.7,3.5,neutral,4,4,happy,5,5,neutral,5,5,disgust,4,4,happy,4,4,disgust,2,2,neutral,3,3,disgust,2,2,neutral,4,3,neutral,4,3
277,333.092,338.287,-0.390425,2.548608,2.909381,3.738162,32.59,32.41,Sess01_script06_F020,neutral,3.4,3.4,neutral,3,4,happy,5,3,happy,3,5,happy,5,4,happy,4,4,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,4,neutral,4,3
278,338.287,339.213,2.548608,-0.01807523,3.738162,3.288334,32.41,32.39,Sess01_script06_M023,neutral,3,3.2,neutral,2,3,neutral,5,3,neutral,3,5,happy,4,4,happy,3,4,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,3,3
279,339.213,348.455,-0.01807523,-0.4518808,3.288334,2.850429,32.39,32.31,Sess01_script06_F021,surprise,3,3.1,surprise,3,3,surprise,3,3,surprise,3,4,happy,4,4,surprise,4,4,neutral,2,2,neutral,3,3,neutral,2,2,surprise,3,3,neutral,3,3
280,348.455,366.699,-0.4518808,-0.1301417,2.850429,3.658705,32.31,32.53,Sess01_script06_M024,happy,4.8,4.7,happy,4,5,happy,5,5,happy,5,5,happy,5,4,happy,5,5,surprise,5,5,happy,4,4,surprise,5,5,surprise,5,5,happy,5,4
281,366.699,371.664,-0.1301417,-0.07230093,3.658705,3.101027,32.53,32.34,Sess01_script06_F022,happy,4.2,4.7,happy,3,5,happy,4,5,happy,5,5,happy,5,4,happy,5,5,surprise,5,5,angry,2,4,surprise,5,5,happy,3,5,neutral,5,4
282,371.664,376.91,-0.07230093,-0.07953102,3.101027,3.584907,32.34,32.45,Sess01_script06_M025,happy,4.4,4.7,neutral,3,5,happy,4,5,happy,5,5,happy,5,4,happy,5,5,neutral,5,5,happy,4,4,neutral,5,5,neutral,3,4,happy,5,5
283,376.91,391.704,-0.07953102,3.224621,3.584907,2.856837,32.45,31.99,Sess01_script06_F023,happy,4.7,4.6,happy,5,5,happy,4,5,happy,5,5,happy,5,4,happy,5,5,neutral,5,5,happy,4,4,neutral,5,5,happy,4,4,happy,5,4
284,391.704,397.09,3.224621,-0.08314607,2.856837,2.987556,31.99,32.13,Sess01_script06_M026,neutral;happy,3.7,3.9,neutral,2,3,happy,2,4,neutral,3,4,happy,5,4,happy,5,5,happy,5,5,neutral,3,3,happy,5,5,neutral,3,3,neutral,4,3
285,397.09,400.028,-0.08314607,-0.003615046,2.987556,3.087128,32.13,32.15,Sess01_script06_F024,neutral,3.5,3.6,neutral,3,3,neutral,3,3,neutral,3,3,happy,5,4,neutral,4,4,surprise,4,5,neutral,3,3,surprise,4,5,neutral,3,3,neutral,3,3
286,400.028,414.475,-0.003615046,0.0469956,3.087128,3.544646,32.15,32.23,Sess01_script06_M027,neutral,4.2,4.4,neutral,3,5,happy,5,5,happy,4,5,happy,5,4,happy,4,5,neutral,5,5,neutral,3,3,neutral,5,5,neutral,4,4,neutral,4,3
287,414.475,417.634,0.0469956,0.3217391,3.544646,3.216956,32.23,32.23,Sess01_script06_F025,happy,4.6,4.3,neutral,4,4,happy,5,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,5,4,happy,5,5,neutral,4,3,neutral,4,3
288,417.634,424.797,0.3217391,0.05784074,3.216956,2.788524,32.23,32.34,Sess01_script06_M028,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5
289,424.797,452.7,0.05784074,0.1301417,2.788524,3.128139,32.34,31.99,Sess01_script06_M029,happy,5,5,neutral,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5
290,4.507,7.631,-0.2964338,0.4374206,6.014365,5.740177,32.91,32.93,Sess01_impro01_F001,neutral,2.5,3,neutral,3,3,neutral,3,3,neutral,3,3,angry,1,4,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,2,neutral,3,3
291,7.631,14.191,0.4374206,0.02892037,5.740177,5.778615,32.93,32.97,Sess01_impro01_M001,neutral,2.6,2.7,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
292,14.191,23.728,0.02892037,-0.2964338,5.778615,5.633833,32.97,32.99,Sess01_impro01_F002,neutral,2.7,2.7,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
293,23.728,32.165,-0.2964338,0.0542257,5.633833,4.967029,32.99,32.97,Sess01_impro01_M002,neutral,2.5,2.7,neutral,2,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
294,32.165,37.036,0.0542257,0.03253542,4.967029,4.653498,32.97,32.97,Sess01_impro01_F003,neutral,2.6,2.7,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
295,37.036,45.042,0.03253542,-0.2566683,4.653498,4.761123,32.97,33,Sess01_impro01_M003,neutral,2.4,2.7,neutral,2,3,disgust,3,3,neutral,3,3,disgust,2,3,neutral,2,3,neutral,1,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
