Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
198,49.969,51.598,-0.1662921,-0.02530533,0.643642,0.641079,32.41,32.39,Sess03_script05_F005,angry,2.1,2.9,angry,2,3,angry,3,3,angry,2,3,disgust,2,3,sad,2,2,angry,2,2,angry,2,3,angry,2,4,neutral,2,3,angry,2,3
199,51.598,55.572,-0.02530533,-0.0469956,0.641079,0.626982,32.39,32.34,Sess03_script05_M006,neutral,2.2,2.9,neutral,2,3,neutral,3,3,neutral,2,3,neutral,2,3,sad,2,2,neutral,2,2,angry,2,3,sad,2,4,neutral,3,3,neutral,2,3
200,55.572,71.054,-0.0469956,0.1012213,0.626982,0.592382,32.34,32.21,Sess03_script05_M007,neutral,2.3,2.8,sad,3,3,sad,3,2,neutral,2,3,neutral,2,3,sad,2,2,neutral,2,2,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
201,71.054,83.586,0.1012213,0.8061553,0.592382,0.57316,32.21,32.13,Sess03_script05_F006,sad,1.8,2.7,sad,2,3,sad,2,2,sad,2,2,sad,1,3,sad,2,1,neutral,1,2,sad,2,3,sad,2,4,sad,2,4,sad,2,3
202,83.586,85.214,0.8061553,0.06145579,0.57316,0.568034,32.13,32.13,Sess03_script05_M008,sad,1.9,2.6,sad,2,3,sad,2,2,sad,2,2,sad,1,3,sad,2,1,neutral,1,2,sad,2,3,sad,2,4,neutral,3,3,sad,2,3
203,85.214,94.129,0.06145579,-0.03976551,0.568034,0.551375,32.13,32.09,Sess03_script05_F007,sad,1.9,2.8,sad,4,3,sad,1,4,sad,2,2,sad,1,3,sad,2,1,sad,1,1,sad,2,3,sad,2,4,sad,2,4,sad,2,3
204,94.129,100.353,-0.03976551,-0.07230093,0.551375,0.542404,32.09,32.09,Sess03_script05_M009,sad,2,2.5,sad,3,3,sad,2,2,sad,2,2,sad,1,3,sad,2,1,sad,1,1,sad,2,3,sad,2,4,neutral,3,3,sad,2,3
205,100.353,118.958,-0.07230093,0.01446019,0.542404,0.509086,32.09,32.07,Sess03_script05_F008,sad,1.8,2.6,sad,3,3,sad,1,4,sad,2,2,sad,1,3,sad,2,1,sad,1,1,sad,2,3,sad,2,4,sad,3,2,sad,1,3
206,118.958,127.433,0.01446019,0.01446019,0.509086,0.50396,32.07,32.07,Sess03_script05_M010,sad,1.8,2.8,neutral,3,3,sad,1,4,sad,2,2,sad,1,3,sad,2,1,sad,1,1,sad,2,4,sad,2,4,sad,3,3,sad,1,3
207,127.433,130.265,0.01446019,-0.09037616,0.50396,0.496271,32.07,32.09,Sess03_script05_F009,sad,1.5,2.7,neutral,2,3,sad,1,3,sad,2,2,sad,1,3,sad,1,1,sad,1,1,sad,2,4,sad,1,4,neutral,3,3,sad,1,3
208,130.265,132.941,-0.09037616,-0.07953102,0.496271,0.492426,32.09,32.09,Sess03_script05_M011,sad,1.9,2.6,neutral,3,3,sad,2,3,sad,2,2,sad,1,3,sad,1,1,sad,1,1,sad,2,3,sad,2,4,neutral,3,3,sad,2,3
209,132.941,137.448,-0.07953102,-0.01446019,0.492426,0.4873,32.09,32.09,Sess03_script05_F010,sad,1.6,2.6,sad,2,3,sad,2,3,sad,2,2,sad,1,3,sad,1,1,sad,1,1,sad,2,3,sad,1,4,sad,3,3,sad,1,3
210,137.448,139.806,-0.01446019,-0.07230093,0.4873,0.486019,32.09,32.09,Sess03_script05_M012,sad,1.9,2.5,sad,2,3,sad,3,2,sad,2,2,sad,1,3,sad,1,1,sad,1,1,sad,2,3,sad,2,4,neutral,3,3,sad,2,3
211,139.806,144.404,-0.07230093,-0.09399121,0.486019,0.477049,32.09,32.09,Sess03_script05_F011,sad,1.4,2.7,sad,2,2,sad,1,5,sad,1,2,sad,1,3,sad,1,1,sad,1,1,sad,2,4,sad,2,4,sad,2,2,sad,1,3
212,144.404,155.383,-0.09399121,-0.06868588,0.477049,0.538491,32.09,32.09,Sess03_script05_M013,sad,1.4,2.4,sad,2,1,sad,1,2,sad,2,2,sad,1,4,sad,1,1,sad,1,1,neutral,2,3,sad,2,4,sad,1,3,sad,1,3
213,155.383,158.228,-0.06868588,-0.007230093,0.538491,0.535928,32.09,32.03,Sess03_script05_F012,sad,1.6,3,sad,2,3,sad,2,3,sad,2,2,sad,1,4,sad,1,4,sad,1,1,neutral,2,3,sad,1,4,neutral,3,3,sad,1,3
214,158.228,183.424,-0.007230093,0.003615046,0.535928,0.51158,32.03,32.07,Sess03_script05_M014,sad,1.4,2.7,sad,1,1,sad,2,2,sad,2,2,sad,1,4,sad,1,4,sad,1,1,sad,2,3,sad,1,4,sad,2,3,sad,1,3
215,183.424,187.649,0.003615046,-0.02892037,0.51158,0.515424,32.07,32.03,Sess03_script05_F013,sad,1.1,2.6,sad,1,3,sad,1,2,sad,1,2,sad,1,4,sad,1,2,sad,1,1,sad,1,3,sad,1,4,sad,2,2,sad,1,3
216,187.649,192.793,-0.02892037,-0.04338056,0.515424,0.534646,32.03,32.07,Sess03_script05_M015,sad,1.4,2.7,sad,2,2,sad,2,2,sad,2,2,sad,1,4,sad,1,2,sad,1,1,sad,1,4,sad,1,4,sad,2,3,sad,1,3
217,192.793,201.334,-0.04338056,-0.07953102,0.534646,0.553869,32.07,32.05,Sess03_script05_F014,sad,1.4,2.6,sad,2,3,sad,2,3,neutral,2,2,sad,1,3,sad,1,1,sad,1,1,sad,1,3,sad,1,4,neutral,2,3,sad,1,3
218,201.334,204.527,-0.07953102,-0.1843674,0.553869,0.553869,32.05,32.09,Sess03_script05_M016,sad,1.5,2.6,sad,2,3,sad,2,3,neutral,2,2,sad,1,3,sad,1,1,sad,1,1,sad,1,3,sad,1,4,sad,3,3,sad,1,3
219,204.527,210.386,-0.1843674,-0.03615047,0.553869,0.541054,32.09,32.05,Sess03_script05_F015,sad,1.5,2.6,sad,3,3,sad,2,3,neutral,2,2,sad,1,3,sad,1,1,sad,1,1,sad,1,3,sad,1,4,sad,2,3,sad,1,3
220,210.386,218.461,-0.03615047,-0.07230093,0.541054,0.653824,32.05,32.05,Sess03_script05_M017,sad,1.1,2.8,sad,1,3,sad,1,4,sad,2,2,sad,1,4,sad,1,1,sad,1,1,sad,1,3,sad,1,4,sad,1,3,sad,1,3
221,218.461,229.267,-0.07230093,0.02892037,0.653824,0.664076,32.05,32.07,Sess03_script05_F016,sad,1.1,2.7,sad,1,3,sad,1,3,sad,2,2,sad,1,4,sad,1,1,sad,1,1,sad,1,4,sad,1,4,sad,1,2,sad,1,3
222,229.267,243.365,0.02892037,-0.1446019,0.664076,0.667921,32.07,32,Sess03_script05_M018,sad,1.3,2.7,sad,2,2,sad,2,4,sad,2,2,sad,1,4,sad,1,1,sad,1,1,sad,1,3,sad,1,4,sad,1,3,sad,1,3
223,243.365,256.21,-0.1446019,-0.03253542,0.667921,0.664076,32,32,Sess03_script05_F017,sad,1.2,2.7,sad,1,3,sad,3,4,sad,1,2,sad,1,3,sad,1,1,sad,1,1,sad,1,3,sad,1,4,sad,1,3,sad,1,3
224,256.21,264.223,-0.03253542,-0.1337567,0.664076,0.651262,32,31.95,Sess03_script05_M019,sad,1.4,2.6,sad,2,2,sad,2,4,sad,2,2,sad,1,3,sad,1,1,sad,1,1,sad,2,3,sad,1,4,sad,1,3,sad,1,3
225,264.223,273.631,-0.1337567,-0.1156815,0.651262,0.647417,31.95,31.93,Sess03_script05_F018,sad,1.3,2.6,sad,1,3,sad,2,3,sad,2,2,sad,1,3,sad,1,1,sad,1,1,sad,2,3,sad,1,4,sad,1,3,sad,1,3
226,273.631,281.376,-0.1156815,-0.02892037,0.647417,0.682017,31.93,31.93,Sess03_script05_M020,sad,1.3,2.6,sad,2,2,sad,2,3,sad,1,2,sad,1,4,sad,1,1,sad,1,1,sad,2,3,sad,1,4,sad,1,3,sad,1,3
227,281.376,294.42,-0.02892037,0.5964827,0.682017,0.669202,31.93,31.97,Sess03_script05_F019,sad,1.3,3,sad,2,3,sad,1,4,sad,1,2,sad,1,4,sad,1,1,sad,1,1,sad,2,3,sad,1,5,sad,2,4,sad,1,3
228,294.42,295.788,0.5964827,-0.1084514,0.669202,0.667921,31.97,31.99,Sess03_script05_M021,sad,1.4,2.5,sad,1,2,sad,2,2,sad,2,2,sad,1,4,sad,1,1,sad,1,1,sad,2,3,sad,1,4,sad,2,3,sad,1,3
229,295.788,321.346,-0.1084514,-0.03976551,0.667921,0.642291,31.99,31.99,Sess03_script05_F020,sad,1.6,2.8,sad,4,3,sad,2,4,sad,2,2,sad,1,4,sad,1,1,sad,1,1,sad,2,3,sad,1,4,sad,1,3,sad,1,3
230,321.346,322.896,-0.03976551,0.03976551,0.642291,0.644854,31.99,31.99,Sess03_script05_M022,sad,1.6,2.7,sad,3,3,sad,2,3,sad,2,2,sad,1,4,sad,1,1,sad,1,1,sad,2,3,sad,1,4,sad,2,3,sad,1,3
231,322.896,348.786,0.03976551,0.4157304,0.644854,0.620506,31.99,31.95,Sess03_script05_F021,sad,1.5,2.7,sad,3,3,sad,2,3,sad,2,2,sad,1,3,sad,1,1,sad,1,1,sad,2,4,sad,1,4,sad,1,3,sad,1,3
232,348.786,355.6,0.4157304,-0.1048364,0.620506,0.662795,31.95,31.97,Sess03_script05_M023,sad,1.4,2.4,sad,2,2,sad,2,2,sad,1,2,sad,1,3,sad,1,1,sad,1,1,sad,2,3,sad,1,4,sad,2,3,sad,1,3
233,355.6,372.35,-0.1048364,0.03253542,0.662795,0.690988,31.97,32,Sess03_script05_M024,sad,1.3,2.4,sad,1,1,sad,2,2,sad,1,2,sad,1,4,sad,1,1,sad,1,1,sad,2,3,sad,1,4,sad,2,3,sad,1,3
234,6.159,19.538,0.02169028,0.04338056,0.712842,0.69362,32.33,32.21,Sess03_script06_F001,neutral,3.3,3,surprise,4,3,surprise,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
235,19.538,29.917,0.04338056,-0.1373718,0.69362,0.653894,32.21,32.21,Sess03_script06_M001,neutral,3.1,3,neutral,3,3,disgust,3,3,neutral,3,3,disgust,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
236,29.917,41.792,-0.1373718,0.03976551,0.653894,0.621856,32.21,32.09,Sess03_script06_F002,disgust,2.2,3,disgust,2,3,disgust,2,3,neutral,3,3,disgust,2,3,disgust,2,3,neutral,2,3,neutral,3,3,disgust,2,3,neutral,2,3,disgust,2,3
237,41.792,44.381,0.03976551,-0.06145579,0.621856,0.616731,32.09,32.07,Sess03_script06_M002,neutral;disgust,2.5,3,disgust,3,3,neutral,3,3,neutral,3,3,disgust,2,3,disgust,2,3,neutral,2,3,neutral,3,3,disgust,2,3,neutral,3,3,disgust,2,3
238,44.381,48.266,-0.06145579,0.03615047,0.616731,0.624419,32.07,32.07,Sess03_script06_F003,disgust,2.2,2.9,angry,2,3,disgust,2,3,disgust,3,3,disgust,2,3,disgust,2,3,disgust,2,2,neutral,3,3,disgust,2,3,neutral,2,3,disgust,2,3
239,48.266,54.149,0.03615047,0.03976551,0.624419,0.597508,32.07,32.03,Sess03_script06_F004,happy;angry,2.6,3.6,happy,4,4,angry,2,4,neutral,3,3,neutral,3,3,disgust,2,5,disgust,2,2,happy,3,4,angry,2,4,happy,3,3,angry,2,4
240,54.149,59.177,0.03976551,-0.1048364,0.597508,0.593664,32.03,31.99,Sess03_script06_M003,surprise,2.6,3.1,surprise,2,3,surprise,3,3,neutral,3,3,disgust,2,3,happy,4,4,neutral,2,2,neutral,3,3,surprise,2,4,surprise,3,3,surprise,2,3
241,59.177,61.816,-0.1048364,-0.07230093,0.593664,0.592382,31.99,32,Sess03_script06_F005,angry,2.2,3.4,angry,2,4,angry,3,3,angry,3,3,angry,2,3,angry,2,5,angry,2,2,angry,2,3,angry,2,4,angry,2,3,angry,2,4
242,61.816,78.213,-0.07230093,-0.1229116,0.592382,0.562908,32,31.93,Sess03_script06_M004,disgust,2.3,3,disgust,2,2,disgust,3,3,disgust,3,3,disgust,2,3,disgust,2,4,disgust,2,2,neutral,3,3,disgust,2,4,neutral,2,3,angry,2,3
243,78.213,82.653,-0.1229116,-0.03615047,0.562908,0.559064,31.93,31.93,Sess03_script06_F006,angry,2,3.3,angry,2,4,angry,2,3,angry,3,3,disgust,2,3,angry,1,4,angry,2,2,neutral,2,3,angry,2,4,angry,2,3,angry,2,4
244,82.653,84.721,-0.03615047,0,0.559064,0.555219,31.93,31.95,Sess03_script06_M005,angry,2.1,3.1,angry,2,3,angry,3,3,neutral,3,3,disgust,2,3,angry,1,4,angry,2,2,neutral,2,3,angry,2,4,neutral,2,3,neutral,2,3
245,84.721,88.344,0,0.1120664,0.555219,0.555219,31.95,31.95,Sess03_script06_F007,angry,2,3.8,angry,2,5,angry,2,4,angry,2,4,angry,2,4,angry,1,5,angry,2,2,neutral,3,3,angry,2,4,angry,2,3,angry,2,4
246,88.344,90.509,0.1120664,-0.1337567,0.555219,0.574441,31.95,31.93,Sess03_script06_M006,angry,2,3.4,angry,2,3,angry,3,3,angry,2,4,angry,2,4,angry,1,5,angry,2,2,neutral,2,3,angry,2,4,neutral,2,3,angry,2,3
247,90.509,102.135,-0.1337567,-0.05061065,0.574441,0.552656,31.93,31.91,Sess03_script06_F008,angry,1.8,3.8,disgust,1,5,disgust,2,4,angry,2,4,angry,2,4,angry,1,5,angry,2,2,disgust,2,3,angry,2,4,angry,2,3,angry,2,4
248,102.135,106.426,-0.05061065,-0.02530533,0.552656,0.542404,31.91,31.93,Sess03_script06_M007,disgust,2,3.2,disgust,2,3,disgust,3,3,angry,2,3,disgust,2,3,angry,1,5,disgust,1,2,neutral,2,3,angry,2,4,neutral,3,3,disgust,2,3
249,106.426,116.479,-0.02530533,-0.1301417,0.542404,0.525745,31.93,31.91,Sess03_script06_M008,angry,2,3,angry,2,3,neutral,3,3,angry,2,3,disgust,3,3,disgust,1,4,disgust,1,2,neutral,2,3,angry,2,4,neutral,2,3,angry,2,2
250,116.479,116.982,-0.1301417,0.01446019,0.525745,0.532152,31.91,31.93,Sess03_script06_F009,neutral,3.2,2.9,neutral,4,3,happy,3,3,neutral,3,3,neutral,4,3,disgust,4,3,neutral,2,2,neutral,3,3,neutral,3,3,neutral,4,3,disgust,2,3
251,116.982,118.85,0.01446019,-0.01446019,0.532152,0.525745,31.93,31.91,Sess03_script06_M009,neutral,3.1,2.9,neutral,4,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
252,118.85,122.292,-0.01446019,-0.03615047,0.525745,0.529589,31.91,31.91,Sess03_script06_M010,neutral,3.6,3.1,happy,4,3,happy,2,3,happy,3,3,neutral,4,3,surprise,4,4,neutral,4,3,neutral,3,3,happy,4,3,neutral,4,3,neutral,4,3
253,122.292,125.144,-0.03615047,0.07230093,0.529589,0.560345,31.91,31.91,Sess03_script06_F010,neutral,3.4,3.1,neutral,3,3,disgust,3,3,neutral,3,3,disgust,4,3,surprise,4,4,neutral,3,3,neutral,4,3,disgust,4,3,neutral,4,3,neutral,2,3
254,125.144,131.447,0.07230093,-0.08314607,0.560345,0.548812,31.91,31.93,Sess03_script06_M011,neutral,3.7,3.1,neutral,4,3,surprise,3,3,neutral,3,3,neutral,4,3,surprise,4,4,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,3
255,131.447,132.61,-0.08314607,0.1337567,0.548812,0.544967,31.93,31.91,Sess03_script06_F011,neutral,3.5,3.1,surprise,4,3,surprise,3,3,neutral,3,3,neutral,4,3,surprise,3,4,neutral,4,3,neutral,3,3,fear,4,3,neutral,3,3,neutral,4,3
256,132.61,137.7,0.1337567,-0.151832,0.544967,0.533434,31.91,31.93,Sess03_script06_M012,surprise,3.6,3.7,surprise,3,4,surprise,4,4,surprise,3,3,surprise,4,4,surprise,4,5,surprise,4,4,surprise,3,3,surprise,4,4,neutral,3,3,neutral,4,3
257,137.7,144.586,-0.151832,0,0.533434,0.524464,31.93,31.95,Sess03_script06_F012,surprise,4,4.1,surprise,3,5,surprise,4,5,surprise,4,4,surprise,4,4,surprise,5,5,surprise,4,4,surprise,4,4,surprise,4,4,surprise,4,3,surprise,4,3
258,144.586,149.315,0,-0.1373718,0.524464,0.51293,31.95,31.97,Sess03_script06_M013,surprise,4.2,4.1,surprise,4,4,surprise,5,5,surprise,4,4,surprise,4,4,surprise,5,5,surprise,4,4,surprise,4,4,surprise,4,4,surprise,4,4,neutral,4,3
259,149.315,158.225,-0.1373718,-0.1771373,0.51293,0.494989,31.97,32.03,Sess03_script06_F013,surprise,4.2,4.3,fear,3,4,surprise,5,5,surprise,4,4,surprise,4,5,surprise,5,5,surprise,5,5,neutral,4,4,surprise,4,4,happy,4,4,neutral,4,3
260,158.225,161.178,-0.1771373,-0.1446019,0.494989,0.493708,32.03,32.03,Sess03_script06_M014,surprise,3.8,4,neutral,3,4,surprise,3,4,surprise,4,4,surprise,4,5,surprise,5,5,surprise,5,5,neutral,3,3,happy,4,4,neutral,3,3,neutral,4,3
261,161.178,169.885,-0.1446019,-0.1301417,0.493708,0.488582,32.03,32.05,Sess03_script06_F014,surprise,3.9,4.5,neutral,3,5,angry,4,5,surprise,4,4,surprise,3,5,surprise,5,5,angry,5,5,surprise,4,4,happy,4,4,surprise,3,4,angry,4,4
262,169.885,172.158,-0.1301417,-0.04338056,0.488582,0.492426,32.05,32.07,Sess03_script06_M015,surprise,4,4,neutral,3,4,neutral,4,3,surprise,4,4,surprise,4,5,surprise,5,5,angry,5,5,surprise,4,4,surprise,4,4,neutral,3,3,neutral,4,3
263,172.158,175.637,-0.04338056,-0.01807523,0.492426,0.535997,32.07,32.07,Sess03_script06_F015,angry;surprise,3.9,4.4,angry,3,5,angry,4,4,surprise,4,4,surprise,3,5,surprise,5,5,angry,5,5,surprise,4,4,surprise,4,4,angry,3,4,angry,4,4
264,175.637,177.331,-0.01807523,-0.003615046,0.535997,0.532152,32.07,32.07,Sess03_script06_M016,surprise,3.9,4,surprise,3,3,surprise,4,3,surprise,4,4,surprise,4,5,surprise,5,5,surprise,5,5,surprise,4,5,surprise,4,4,neutral,3,3,neutral,3,3
265,177.331,177.78,-0.003615046,0.02892037,0.532152,0.546249,32.07,32.07,Sess03_script06_F016,surprise,3.9,4.1,surprise,3,3,surprise,4,3,surprise,4,4,surprise,5,5,surprise,4,5,surprise,5,5,surprise,4,5,surprise,4,5,surprise,3,3,surprise,3,3
266,177.78,183.611,0.02892037,-0.02530533,0.546249,0.670553,32.07,32.09,Sess03_script06_M017,surprise,4.6,4.7,surprise,3,5,happy,5,5,surprise,4,5,surprise,5,5,happy,5,5,surprise,5,5,surprise,5,5,surprise,5,5,happy,4,3,surprise,5,4
267,183.611,186.379,-0.02530533,-0.08314607,0.670553,0.666708,32.09,32.11,Sess03_script06_F017,surprise,5,4.9,surprise,5,5,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,surprise,5,5,surprise,5,5,surprise,5,5,happy,5,5,surprise,5,4
268,186.379,189.134,-0.08314607,-0.09760625,0.666708,0.647486,32.11,32.15,Sess03_script06_M018,happy,5,4.9,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,surprise,5,5,surprise,5,5,happy,5,5,happy,5,4
269,189.134,190.58,-0.09760625,-0.0469956,0.647486,0.628264,32.15,32.15,Sess03_script06_F018,happy,4.8,4.8,happy,4,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,surprise,5,5,happy,5,5,happy,4,4,happy,5,4
270,190.58,192.891,-0.0469956,0.01807523,0.628264,0.639797,32.15,32.16,Sess03_script06_M019,happy,4.8,4.6,happy,5,4,happy,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,happy,4,3,happy,4,4
271,192.891,197.571,0.01807523,-0.02892037,0.639797,0.623138,32.16,32.21,Sess03_script06_F019,happy,4.9,4.8,happy,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,4
272,197.571,201.417,-0.02892037,-0.07953102,0.623138,0.63339,32.21,32.25,Sess03_script06_M020,happy,4.7,4.7,happy,5,5,happy,4,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,3,happy,4,4
273,201.417,209.187,-0.07953102,-0.01807523,0.63339,0.743598,32.25,32.27,Sess03_script06_F020,happy,4.7,4.5,happy,5,4,happy,4,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,5,4,happy,5,5,happy,4,4,happy,5,4
274,209.187,212.081,-0.01807523,-0.02530533,0.743598,0.729501,32.27,32.31,Sess03_script06_M021,happy,4.5,4.1,happy,5,3,happy,4,4,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,neutral,4,3
275,212.081,212.687,-0.02530533,-0.1048364,0.729501,0.72822,32.31,32.31,Sess03_script06_F021,happy,4.2,4,happy,4,3,surprise,4,4,surprise,4,4,happy,4,4,happy,4,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,neutral,4,3
276,212.687,215.43,-0.1048364,0.2602834,0.72822,0.739753,32.31,32.31,Sess03_script06_M022,neutral;happy,4,3.9,neutral,2,3,neutral,4,3,surprise,4,4,surprise,4,4,happy,5,5,happy,5,5,happy,4,4,happy,5,5,neutral,4,3,neutral,3,3
277,215.43,221.786,0.2602834,-0.03615047,0.739753,1.604855,32.31,32.31,Sess03_script06_F022,happy,4.5,4.1,happy,4,4,happy,5,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,neutral,4,3
278,221.786,231.423,-0.03615047,-0.234978,1.604855,2.099708,32.31,32.27,Sess03_script06_M023,happy,4.4,3.8,happy,4,3,happy,4,3,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,3,happy,5,5,happy,4,3,neutral,4,3
279,231.423,238.265,-0.234978,-0.1482169,2.099708,1.688351,32.27,32.25,Sess03_script06_F023,happy,4.3,4.2,happy,3,4,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,happy,4,4
280,238.265,241.607,-0.1482169,0.02169028,1.688351,1.789588,32.25,32.23,Sess03_script06_M024,happy,4.2,3.8,angry,2,3,neutral,4,3,disgust,4,4,surprise,5,4,happy,5,5,happy,5,5,happy,4,3,happy,5,5,happy,4,3,neutral,4,3
281,241.607,245.266,0.02169028,-0.1662921,1.789588,2.261175,32.23,32.25,Sess03_script06_F024,happy,4.5,4.2,happy,4,4,happy,4,5,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,5,3,happy,5,5,happy,4,3,happy,4,4
282,245.266,246.478,-0.1662921,0.1373718,2.261175,2.329093,32.25,32.23,Sess03_script06_M025,happy,4.4,3.9,happy,4,3,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,3,happy,5,5,happy,4,3,neutral,4,3
283,246.478,253.638,0.1373718,-0.1482169,2.329093,1.947211,32.23,32.27,Sess03_script06_F025,happy,4.5,4.2,happy,4,4,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,neutral,4,4,happy,5,5,happy,4,3,happy,5,4
284,253.638,258.247,-0.1482169,-0.007230093,1.947211,1.96387,32.27,32.27,Sess03_script06_M026,happy,4.5,4,happy,4,3,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,happy,5,3
285,258.247,260.728,-0.007230093,-0.02530533,1.96387,1.884418,32.27,32.25,Sess03_script06_F026,happy,4.4,3.7,happy,4,3,happy,4,3,happy,4,4,happy,5,4,happy,5,5,happy,5,5,neutral,4,3,happy,5,4,neutral,4,3,happy,4,3
286,260.728,263.906,-0.02530533,-0.01084514,1.884418,1.789588,32.25,32.27,Sess03_script06_M027,happy;surprise,4.3,3.9,surprise,3,4,surprise,4,4,happy,4,4,happy,5,4,happy,5,5,surprise,5,5,neutral,4,3,happy,5,4,surprise,4,3,neutral,4,3
287,263.906,283.875,-0.01084514,-0.0469956,1.789588,2.356154,32.27,32.31,Sess03_script06_F027,happy,4.7,4.3,happy,5,5,happy,5,4,surprise,4,4,happy,5,5,happy,5,5,surprise,5,5,neutral,4,3,happy,5,5,happy,4,3,happy,5,4
288,283.875,293.296,-0.0469956,-0.01446019,2.356154,2.245946,32.31,32.33,Sess03_script06_M028,happy;surprise,4.5,4.1,surprise,5,4,happy,4,4,surprise,4,4,happy,5,5,happy,5,5,surprise,5,5,neutral,4,3,surprise,5,5,happy,4,3,neutral,4,3
289,293.296,299.388,-0.01446019,-0.1156815,2.245946,2.27542,32.33,32.31,Sess03_script06_F028,happy,4.7,4.6,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,5,5,surprise,5,5,happy,4,5,happy,5,5,happy,4,3,happy,5,4
290,299.388,303.455,-0.1156815,-0.1662921,2.27542,2.139583,32.31,32.29,Sess03_script06_M029,happy,4.7,4.4,happy,5,4,happy,4,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,5,4,happy,5,5,happy,4,3,happy,5,4
291,303.455,304.133,-0.1662921,-0.1626771,2.139583,2.096012,32.29,32.31,Sess03_script06_F029,happy,4.6,4.4,happy,5,4,happy,4,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,happy,5,4
292,304.133,313.888,-0.1626771,0.01446019,2.096012,2.737385,32.31,32.27,Sess03_script06_M030,happy,4.7,4.2,happy,5,3,happy,5,4,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,happy,5,4
293,313.888,315.8,0.01446019,-0.01807523,2.737385,2.570792,32.27,32.25,Sess03_script06_F030,happy,4.4,4.1,happy,4,3,happy,4,4,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,happy,4,3
294,3.683,11.389,-0.01807523,0.007230093,2.552645,2.503996,30.47,30.45,Sess03_impro01_F001,neutral;happy,4,3.1,happy,4,3,happy,4,3,happy,4,3,neutral,4,3,happy,5,4,neutral,4,3,neutral,4,3,happy,4,3,neutral,4,3,neutral,3,3
295,11.389,13.231,0.007230093,-0.1446019,2.503996,2.480951,30.45,30.47,Sess03_impro01_M001,neutral,3.7,3.1,happy,3,3,happy,4,3,neutral,3,3,neutral,4,3,happy,5,4,neutral,4,3,neutral,4,3,happy,4,3,neutral,3,3,neutral,3,3
296,13.231,23.655,-0.1446019,-0.05784074,2.480951,2.432302,30.47,30.47,Sess03_impro01_F002,neutral,3.2,2.9,surprise,2,2,surprise,4,3,neutral,3,3,neutral,2,3,neutral,4,3,neutral,4,3,neutral,3,3,happy,4,3,neutral,3,3,neutral,3,3
297,23.655,26.383,-0.05784074,-0.02169028,2.432302,2.442544,30.47,30.47,Sess03_impro01_M002,neutral,3,2.9,sad,3,2,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
298,26.383,29.986,-0.02169028,-0.09760625,2.442544,2.436142,30.47,30.47,Sess03_impro01_F003,neutral,3,2.8,surprise,3,2,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,2,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
