Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
198,34.492,46.429,-0.1048364,-0.2711285,0.096262,0.107782,29.81,29.79,Sess01_script05_M004,neutral,2,2.1,angry,2,2,sad,1,2,neutral,2,2,neutral,3,2,neutral,1,2,neutral,2,2,neutral,2,2,neutral,2,2,neutral,2,2,neutral,3,3
199,46.429,51.792,-0.2711285,-0.2024426,0.107782,0.126981,29.79,29.81,Sess01_script05_F004,neutral,2,2.3,angry,2,3,sad,1,2,neutral,2,2,disgust,3,2,neutral,1,2,neutral,2,2,neutral,2,3,neutral,2,2,neutral,2,2,neutral,3,3
200,51.792,58.023,-0.2024426,-0.2169028,0.126981,0.109062,29.81,29.81,Sess01_script05_M005,neutral,2,2.2,angry,2,2,sad,1,2,neutral,2,2,neutral,3,2,neutral,1,2,neutral,2,2,neutral,2,3,sad,2,2,neutral,3,2,neutral,2,3
201,58.023,73.935,-0.2169028,0.1699072,0.109062,0.109062,29.81,29.81,Sess01_script05_M006,neutral,2.1,2.2,angry,3,2,sad,1,2,neutral,2,2,neutral,3,2,neutral,1,2,neutral,2,2,neutral,2,3,sad,2,2,neutral,3,2,neutral,2,3
202,73.935,88.085,0.1699072,-0.09037616,0.109062,0.091143,29.81,29.83,Sess01_script05_F005,sad,1.6,1.9,sad,2,2,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,neutral,1,1,neutral,2,3,sad,1,1,neutral,3,2,sad,2,3
203,88.085,92.369,-0.09037616,-0.05784074,0.091143,0.086023,29.83,29.85,Sess01_script05_M007,sad,1.7,1.9,sad,2,2,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,neutral,3,3,sad,1,1,neutral,3,2,sad,2,3
204,92.369,100.497,-0.05784074,-0.08314607,0.086023,0.084743,29.85,29.83,Sess01_script05_F006,sad,1.6,1.9,sad,3,2,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,neutral,2,3,sad,1,1,neutral,3,2,sad,1,3
205,100.497,110.23,-0.08314607,-0.07591598,0.084743,0.075783,29.83,29.87,Sess01_script05_M008,sad,1.6,1.8,sad,3,2,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,neutral,2,3,sad,1,1,neutral,3,2,sad,1,2
206,110.23,133.423,-0.07591598,0.02892037,0.075783,0.082183,29.87,29.91,Sess01_script05_F007,sad,1.5,1.9,sad,3,3,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,sad,1,2,sad,1,1,sad,3,2,sad,1,3
207,133.423,146.114,0.02892037,0.01446019,0.082183,0.073223,29.91,29.91,Sess01_script05_M009,sad,1.4,1.8,sad,2,2,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,sad,1,2,sad,1,1,sad,3,2,sad,1,3
208,146.114,155.345,0.01446019,-0.0542257,0.073223,0.070664,29.91,29.93,Sess01_script05_F008,sad,1.4,2,sad,1,3,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,sad,2,2,sad,1,2,sad,3,2,sad,1,3
209,155.345,158.27,-0.0542257,0.05784074,0.070664,0.071944,29.93,29.95,Sess01_script05_M010,sad,1.5,2,sad,2,3,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,sad,2,2,sad,1,2,neutral,3,2,sad,1,3
210,158.27,166.034,0.05784074,0.1879824,0.071944,0.065544,29.95,29.93,Sess01_script05_F009,sad,1.5,1.9,sad,3,3,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,sad,1,2,sad,1,2,sad,3,2,sad,1,2
211,166.034,178.732,0.1879824,-0.2132877,0.065544,0.069384,29.93,29.95,Sess01_script05_M011,sad,1.5,1.9,sad,3,3,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,sad,1,2,sad,1,2,sad,3,2,sad,1,2
212,178.732,187.395,-0.2132877,0.03253542,0.069384,0.077063,29.95,29.93,Sess01_script05_F010,sad,1.4,1.9,sad,3,3,sad,1,1,sad,2,2,sad,1,2,sad,1,2,sad,1,1,sad,1,2,sad,1,2,sad,2,2,sad,1,2
213,187.395,211.665,0.03253542,0.2458232,0.077063,0.077063,29.93,29.95,Sess01_script05_M012,sad,1.4,2,sad,2,3,sad,1,1,sad,2,2,sad,1,2,sad,1,2,sad,1,1,sad,2,2,sad,1,2,sad,2,2,sad,1,3
214,211.665,223.554,0.2458232,-0.2530532,0.077063,0.071944,29.95,29.95,Sess01_script05_F011,sad,1.7,2,sad,3,2,sad,2,2,sad,2,2,sad,1,2,sad,1,2,sad,1,1,sad,2,2,sad,1,2,sad,3,2,sad,1,3
215,223.554,265.762,-0.2530532,-0.1409868,0.071944,0.071944,29.95,29.87,Sess01_script05_M013,sad,1.5,2,sad,3,3,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,sad,2,2,sad,1,2,sad,2,2,sad,1,3
216,265.762,273.483,-0.1409868,-0.1626771,0.071944,0.071944,29.87,29.87,Sess01_script05_F012,sad,1.5,2,sad,2,3,sad,1,1,neutral,2,2,sad,1,2,sad,1,2,sad,1,1,sad,2,2,sad,1,2,sad,3,2,sad,1,3
217,273.483,279.057,-0.1626771,-0.2169028,0.071944,0.066824,29.87,29.83,Sess01_script05_M014,sad,1.6,2.1,sad,3,3,sad,1,1,neutral,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,2,sad,3,2,sad,1,3
218,279.057,283.726,-0.2169028,-0.1192965,0.066824,0.074503,29.83,29.83,Sess01_script05_M015,sad,1.5,2,sad,3,3,sad,1,1,neutral,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,2,sad,2,2,sad,1,2
219,283.726,292.255,-0.1192965,0.701319,0.074503,0.062984,29.83,29.79,Sess01_script05_F013,sad,1.9,2.1,sad,4,2,sad,2,2,neutral,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,2,neutral,3,2,sad,2,3
220,292.255,296.238,0.701319,0.03615047,0.062984,0.064264,29.79,29.79,Sess01_script05_M016,sad,1.8,2.2,sad,3,2,sad,2,2,neutral,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,2,neutral,3,3,sad,2,3
221,296.238,304.442,0.03615047,-0.1012213,0.064264,0.064264,29.79,29.75,Sess01_script05_F014,sad,1.6,2.2,sad,3,3,sad,1,2,neutral,2,2,sad,1,3,sad,1,2,sad,1,1,sad,1,2,sad,1,2,sad,3,2,sad,2,3
222,304.442,319.11,-0.1012213,-0.2638984,0.064264,0.061704,29.75,29.71,Sess01_script05_M017,sad,1.6,2.2,sad,3,3,sad,1,2,sad,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,2,sad,2,2,sad,2,3
223,319.11,331.576,-0.2638984,0.02169028,0.061704,0.057864,29.71,29.65,Sess01_script05_F015,sad,1.3,2,sad,2,3,sad,1,1,sad,2,2,sad,1,3,sad,1,2,sad,1,1,sad,1,2,sad,1,1,sad,2,2,sad,1,3
224,331.576,346.576,0.02169028,0.02530533,0.057864,0.22527,29.65,29.63,Sess01_script05_M018,sad,1.5,2,sad,3,3,sad,1,1,sad,2,2,sad,1,3,sad,1,2,sad,1,1,sad,1,2,sad,1,1,sad,3,2,sad,1,3
225,346.576,362.105,0.02530533,0.03253542,0.22527,0.22783,29.63,29.63,Sess01_script05_F016,sad,1.2,2.3,sad,1,3,sad,1,1,sad,2,3,sad,1,3,sad,1,3,sad,1,1,sad,1,2,sad,1,1,sad,2,3,sad,1,3
226,362.105,384.492,0.03253542,-0.1807523,0.22783,0.22271,29.63,29.67,Sess01_script05_M019,sad,1.4,2,sad,3,3,sad,1,1,sad,2,2,sad,1,3,sad,1,3,sad,1,1,sad,1,2,sad,1,1,sad,2,2,sad,1,2
227,384.492,394.022,-0.1807523,-0.39404,0.22271,0.22527,29.67,29.69,Sess01_script05_F017,sad,1.2,2.1,sad,2,2,sad,1,1,sad,2,3,sad,1,3,sad,1,3,sad,1,1,sad,1,2,sad,1,1,sad,1,2,sad,1,3
228,394.022,398.958,-0.39404,-0.06145579,0.22527,0.22783,29.69,29.73,Sess01_script05_M020,sad,1.3,2,sad,3,3,sad,1,1,sad,2,2,sad,1,3,sad,1,3,sad,1,1,sad,1,2,sad,1,1,sad,1,2,sad,1,2
229,398.958,407.604,-0.06145579,-0.1771373,0.22783,0.23167,29.73,29.71,Sess01_script05_F018,sad,1.2,3,sad,2,4,sad,1,4,sad,2,3,sad,1,4,sad,1,3,sad,1,1,sad,1,2,sad,1,1,sad,1,4,sad,1,4
230,407.604,408.822,-0.1771373,-0.0542257,0.23167,0.23039,29.71,29.73,Sess01_script05_M021,sad,1.3,2.3,sad,3,3,sad,1,1,sad,2,3,sad,1,3,sad,1,3,sad,1,1,sad,1,2,sad,1,1,sad,1,3,sad,1,3
231,408.822,430.732,-0.0542257,-0.06507084,0.23039,0.22911,29.73,29.73,Sess01_script05_F019,sad,1.3,2.8,sad,3,4,sad,1,3,sad,2,3,sad,1,4,sad,1,4,sad,1,1,sad,1,2,sad,1,1,sad,1,3,sad,1,3
232,430.732,437.513,-0.06507084,-0.1699072,0.22911,0.22783,29.73,29.77,Sess01_script05_M022,sad,1.4,2.4,sad,3,3,sad,1,1,sad,2,3,sad,1,4,sad,1,4,sad,1,1,sad,2,3,sad,1,1,sad,1,2,sad,1,2
233,437.513,457.356,-0.1699072,0.01807523,0.22783,0.22527,29.77,29.79,Sess01_script05_F020,sad,1.5,2.2,sad,3,3,sad,1,1,neutral,2,2,sad,1,3,sad,1,3,sad,1,1,sad,2,2,sad,1,1,sad,2,3,sad,1,3
234,457.356,476.169,0.01807523,0.003615046,0.22527,0.22783,29.79,29.81,Sess01_script05_M023,sad,1.6,1.9,sad,3,2,sad,1,1,neutral,2,2,sad,1,3,sad,1,3,sad,1,1,sad,2,2,sad,1,1,sad,2,2,sad,2,2
235,476.169,509.7,0.003615046,0.03976551,0.22783,0.22527,29.81,29.81,Sess01_script05_M024,sad,1.4,2,sad,3,3,sad,1,1,sad,2,2,sad,1,3,sad,1,3,sad,1,1,sad,2,2,sad,1,1,sad,1,2,sad,1,2
236,5.058,16.154,1.811138,0.9796776,0.191992,0.22655,29.35,29.37,Sess01_script06_F001,neutral,3,2.9,surprise,3,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
237,16.154,23.282,0.9796776,0.1265266,0.22655,0.211191,29.37,29.37,Sess01_script06_M001,neutral,2.7,3,neutral,3,3,neutral,2,3,neutral,3,3,disgust,3,3,disgust,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3
238,23.282,35.125,0.1265266,-0.3795799,0.211191,0.200951,29.37,29.37,Sess01_script06_F002,disgust,2,2.9,disgust,2,2,disgust,2,3,neutral,2,3,disgust,2,3,disgust,2,3,disgust,2,3,neutral,2,3,disgust,2,3,disgust,2,3,disgust,2,3
239,35.125,40.014,-0.3795799,-0.1409868,0.200951,0.216311,29.37,29.41,Sess01_script06_M002,neutral,2.2,2.8,neutral,2,3,disgust,3,3,neutral,2,3,disgust,2,3,disgust,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
240,40.014,42.538,-0.1409868,-0.1409868,0.216311,0.206071,29.41,29.39,Sess01_script06_F003,neutral;disgust,2,2.8,angry,2,3,angry,1,3,neutral,2,3,disgust,2,3,disgust,2,3,disgust,2,2,neutral,2,3,disgust,2,2,neutral,3,3,neutral,2,3
241,42.538,49.935,-0.1409868,-0.01446019,0.206071,0.206071,29.39,29.41,Sess01_script06_F004,disgust,2,3.1,angry,2,4,angry,2,3,neutral,2,3,disgust,2,3,disgust,2,4,disgust,2,2,neutral,2,3,disgust,2,2,disgust,2,4,angry,2,3
242,49.935,55.615,-0.01446019,-0.2169028,0.206071,0.203511,29.41,29.43,Sess01_script06_M003,neutral,2.2,2.8,angry,3,3,angry,3,3,neutral,2,3,disgust,2,3,disgust,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,3
243,55.615,60.056,-0.2169028,0.09399121,0.203511,0.200951,29.43,29.41,Sess01_script06_F005,angry,2.2,2.7,angry,2,2,angry,3,3,angry,2,3,disgust,2,3,angry,2,3,angry,2,2,neutral,2,3,angry,2,2,neutral,3,3,angry,2,3
244,60.056,82.54,0.09399121,0.03976551,0.200951,0.208631,29.41,29.47,Sess01_script06_M004,disgust,2,2.7,disgust,2,2,disgust,2,3,disgust,2,3,disgust,2,3,angry,2,3,disgust,2,2,neutral,2,3,disgust,2,2,disgust,2,3,disgust,2,3
245,82.54,85.854,0.03976551,0.08314607,0.208631,0.206071,29.47,29.49,Sess01_script06_F006,angry,1.7,3.3,angry,2,4,angry,2,4,angry,2,3,angry,2,4,angry,1,4,angry,1,2,neutral,2,3,angry,2,2,disgust,2,3,angry,1,4
246,85.854,89.375,0.08314607,0.09037616,0.206071,0.206071,29.49,29.49,Sess01_script06_M005,angry,2.1,2.9,angry,3,3,angry,2,3,angry,2,3,angry,2,3,disgust,2,4,disgust,2,2,neutral,2,3,disgust,2,2,disgust,2,3,angry,2,3
247,89.375,92.993,0.09037616,-0.07953102,0.206071,0.209911,29.49,29.53,Sess01_script06_F007,angry,2.1,2.8,angry,3,3,angry,3,3,angry,2,3,disgust,2,3,angry,2,3,angry,1,2,neutral,2,3,angry,2,2,angry,2,3,angry,2,3
248,92.993,96.718,-0.07953102,-0.06145579,0.209911,0.212471,29.53,29.53,Sess01_script06_M006,angry,1.9,3.3,angry,2,4,angry,2,3,angry,2,4,angry,2,3,angry,2,4,angry,1,2,angry,2,4,angry,2,2,angry,2,4,angry,2,3
249,96.718,106.503,-0.06145579,0.1771373,0.212471,0.209911,29.53,29.53,Sess01_script06_F008,angry,1.8,3.9,angry,2,5,angry,2,4,angry,2,4,angry,2,4,angry,2,5,angry,1,1,angry,2,4,angry,2,4,angry,2,4,angry,1,4
250,106.503,110.327,0.1771373,-0.1771373,0.209911,0.211191,29.53,29.53,Sess01_script06_M007,neutral,1.9,3,neutral,2,3,neutral,2,3,neutral,2,3,disgust,2,3,angry,2,4,angry,1,1,neutral,2,3,angry,2,4,angry,2,3,neutral,2,3
251,110.327,121.402,-0.1771373,0.07230093,0.211191,0.208631,29.53,29.57,Sess01_script06_M008,disgust,1.9,2.8,angry,2,2,disgust,2,3,disgust,2,3,disgust,2,3,disgust,2,3,neutral,1,1,neutral,2,3,neutral,2,4,disgust,2,3,disgust,2,3
252,121.402,142.79,0.07230093,0.09399121,0.208631,0.212471,29.57,29.63,Sess01_script06_M009,disgust,2,2.7,disgust,2,2,disgust,2,3,neutral,2,3,disgust,2,3,disgust,2,3,disgust,2,2,neutral,2,3,disgust,2,2,disgust,2,3,disgust,2,3
253,142.79,145.983,0.09399121,0.01446019,0.212471,0.212471,29.63,29.61,Sess01_script06_M010,disgust,2.1,2.7,surprise,3,2,disgust,2,3,neutral,2,3,disgust,2,3,disgust,2,3,disgust,2,2,neutral,2,3,disgust,2,2,disgust,2,3,disgust,2,3
254,145.983,147.769,0.01446019,-0.3470445,0.212471,0.216311,29.61,29.59,Sess01_script06_F009,disgust,2.1,2.7,neutral,2,2,disgust,2,3,neutral,2,3,disgust,2,3,fear,2,3,disgust,2,2,neutral,2,3,disgust,2,2,disgust,3,3,neutral,2,3
255,147.769,164.915,-0.3470445,0.1192965,0.216311,0.209911,29.59,29.67,Sess01_script06_M011,disgust;surprise,2.3,2.8,surprise,3,3,surprise,3,3,surprise,3,3,surprise,2,3,disgust,2,3,disgust,2,2,neutral,2,3,disgust,2,2,neutral,2,3,disgust,2,3
256,164.915,167.117,0.1192965,0.1337567,0.209911,0.209911,29.67,29.67,Sess01_script06_F010,surprise,2.7,3,surprise,3,3,surprise,2,3,surprise,3,3,surprise,3,3,surprise,2,3,surprise,4,3,neutral,2,3,surprise,3,3,neutral,3,3,neutral,2,3
257,167.117,183.714,0.1337567,-0.09399121,0.209911,0.213751,29.67,29.69,Sess01_script06_M012,surprise,2.9,3.2,surprise,3,3,surprise,3,3,surprise,3,3,surprise,4,4,surprise,3,4,surprise,4,3,neutral,2,3,surprise,3,3,surprise,2,3,neutral,2,3
258,183.714,195.557,-0.09399121,0.03976551,0.213751,0.215031,29.69,29.69,Sess01_script06_F011,surprise,3.8,4.3,surprise,3,5,surprise,4,5,surprise,3,4,surprise,4,4,surprise,4,5,surprise,5,4,surprise,4,4,surprise,3,4,surprise,3,4,surprise,5,4
259,195.557,225.766,0.03976551,-0.1048364,0.215031,0.215031,29.69,29.69,Sess01_script06_M013,surprise,3.5,4.1,neutral,3,5,surprise,4,4,neutral,3,4,surprise,4,4,surprise,3,5,surprise,5,5,neutral,4,4,surprise,4,4,surprise,2,3,neutral,3,3
260,225.766,232.69,-0.1048364,0.02169028,0.215031,0.21759,29.69,29.65,Sess01_script06_M014,neutral;surprise,3.3,3.8,neutral,3,4,surprise,4,3,neutral,3,4,surprise,3,4,surprise,3,5,surprise,5,5,neutral,3,3,surprise,4,4,neutral,2,3,neutral,3,3
261,232.69,245.81,0.02169028,-0.2277479,0.21759,0.22015,29.65,29.63,Sess01_script06_F012,surprise,3.3,4.4,neutral,3,5,surprise,3,5,surprise,3,4,surprise,3,4,surprise,3,5,surprise,5,5,angry,4,4,surprise,4,4,surprise,2,4,neutral,3,4
262,245.81,247.43,-0.2277479,-0.4771861,0.22015,0.21887,29.63,29.61,Sess01_script06_M015,neutral;surprise,3.2,4,neutral,3,4,surprise,2,4,neutral,3,4,surprise,3,4,surprise,3,5,surprise,5,5,neutral,4,4,surprise,4,4,neutral,2,3,neutral,3,3
263,247.43,253.031,-0.4771861,0.06868588,0.21887,0.23039,29.61,29.63,Sess01_script06_F013,angry,3.2,4.1,angry,3,4,angry,3,4,neutral,3,4,surprise,2,4,surprise,3,5,surprise,5,5,angry,4,4,surprise,4,4,angry,2,3,angry,3,4
264,253.031,264.606,0.06868588,-0.01446019,0.23039,0.23295,29.63,29.65,Sess01_script06_M016,surprise,4.5,4.4,surprise,5,4,surprise,4,5,surprise,4,4,surprise,5,5,surprise,4,5,surprise,5,5,surprise,4,5,surprise,5,5,surprise,4,3,surprise,5,3
265,264.606,268.403,-0.01446019,-0.1120664,0.23295,0.23295,29.65,29.65,Sess01_script06_F014,happy;surprise,4.9,5,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,surprise,5,5,surprise,5,5,happy,5,5,surprise,5,5,happy,4,5,surprise,5,5
266,268.403,271.635,-0.1120664,0.02169028,0.23295,0.23679,29.65,29.65,Sess01_script06_M017,happy,4.8,4.8,happy,5,4,surprise,4,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,surprise,5,5,happy,4,4,surprise,5,5
267,271.635,273.856,0.02169028,0.07230093,0.23679,0.23807,29.65,29.69,Sess01_script06_F015,happy,5,4.9,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,4,surprise,5,5
268,273.856,278.041,0.07230093,-0.06507084,0.23807,0.23679,29.69,29.69,Sess01_script06_M018,happy,4.8,4.4,happy,5,4,happy,5,4,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,5,happy,5,5,neutral,4,3,happy,5,3
269,278.041,282.66,-0.06507084,-0.4446507,0.23679,0.23679,29.69,29.71,Sess01_script06_F016,happy,4.6,4.4,happy,5,4,happy,4,4,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,5,4,happy,5,5,neutral,3,4,happy,5,4
270,282.66,290.564,-0.4446507,-0.1915975,0.23679,0.23679,29.71,29.69,Sess01_script06_M019,happy,4.7,4.4,happy,5,4,surprise,5,4,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,neutral,4,4,happy,5,4
271,290.564,298.051,-0.1915975,-0.1048364,0.23679,0.23807,29.69,29.71,Sess01_script06_F017,happy,4.5,4.4,happy,5,5,happy,4,4,happy,4,4,happy,5,5,happy,5,5,happy,5,5,neutral,3,3,happy,5,5,neutral,4,4,happy,5,4
272,298.051,304.223,-0.1048364,0.07591598,0.23807,0.23679,29.71,29.69,Sess01_script06_M020,happy,4.4,4.1,neutral,4,3,happy,5,4,neutral,4,4,happy,5,5,happy,5,5,happy,5,5,neutral,3,3,happy,5,5,neutral,3,3,happy,5,4
273,304.223,311.419,0.07591598,-0.03253542,0.23679,0.23935,29.69,29.73,Sess01_script06_F018,happy,4.5,3.9,happy,5,3,happy,3,3,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,5,5,neutral,4,3,neutral,5,3
274,311.419,320.27,-0.03253542,0.03253542,0.23935,0.271348,29.73,29.71,Sess01_script06_M021,happy,3.8,3.7,neutral,3,3,happy,3,3,neutral,3,3,happy,5,4,happy,5,5,happy,5,5,neutral,3,3,happy,5,5,neutral,3,3,disgust,3,3
275,320.27,326.306,0.03253542,0.2241329,0.271348,0.252149,29.71,29.69,Sess01_script06_F019,happy,4.1,4.4,neutral,4,5,happy,4,4,neutral,3,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,5,5,neutral,3,4,neutral,3,4
276,326.306,333.092,0.2241329,-0.1373718,0.252149,0.254709,29.69,29.71,Sess01_script06_M022,neutral;happy,3.2,3.5,neutral,3,3,surprise,3,3,neutral,3,4,happy,3,4,happy,5,5,disgust,2,2,happy,4,4,happy,4,4,neutral,2,3,neutral,3,3
277,333.092,338.287,-0.1373718,0.01807523,0.254709,0.267508,29.71,29.71,Sess01_script06_F020,neutral;happy,4.6,3.7,neutral,5,3,happy,4,3,happy,4,4,happy,5,4,happy,5,5,neutral,5,4,happy,4,4,neutral,5,4,neutral,4,3,neutral,5,3
278,338.287,339.213,0.01807523,0.07230093,0.267508,0.264948,29.71,29.71,Sess01_script06_M023,neutral,4.4,3.7,neutral,5,3,happy,4,3,happy,4,4,happy,5,4,happy,5,5,neutral,5,4,neutral,4,4,neutral,5,4,neutral,3,3,neutral,4,3
279,339.213,348.455,0.07230093,0.07591598,0.264948,0.276468,29.71,29.73,Sess01_script06_F021,neutral;happy,4.4,4.2,neutral,4,4,happy,4,5,happy,4,4,happy,5,4,happy,5,5,neutral,5,4,neutral,4,4,happy,5,4,neutral,3,4,neutral,5,4
280,348.455,366.699,0.07591598,-0.1843674,0.276468,0.261109,29.73,29.75,Sess01_script06_M024,happy,4.4,3.6,neutral,4,3,happy,4,3,happy,4,3,happy,5,4,happy,5,5,neutral,5,4,happy,4,4,happy,5,4,neutral,4,3,neutral,4,3
281,366.699,371.664,-0.1843674,0.01446019,0.261109,0.257269,29.75,29.77,Sess01_script06_F022,happy,4.5,4.4,neutral,4,5,happy,4,5,happy,4,4,happy,5,4,happy,5,5,neutral,5,5,happy,4,4,happy,5,5,neutral,4,3,neutral,5,4
282,371.664,376.91,0.01446019,0.2024426,0.257269,0.261109,29.77,29.79,Sess01_script06_M025,happy,4.2,3.7,surprise,3,2,happy,3,3,happy,4,3,happy,5,4,happy,5,5,neutral,5,5,happy,4,4,neutral,5,5,neutral,4,3,neutral,4,3
283,376.91,391.704,0.2024426,0.03615047,0.261109,0.252149,29.79,29.79,Sess01_script06_F023,happy,4.7,4.5,happy,5,4,happy,5,4,happy,4,4,happy,5,5,happy,5,5,surprise,5,5,happy,4,4,surprise,5,5,surprise,4,4,happy,5,5
284,391.704,397.09,0.03615047,0.02530533,0.252149,0.257269,29.79,29.79,Sess01_script06_M026,happy,4.1,3.9,neutral,3,3,happy,4,3,happy,4,3,happy,5,5,happy,5,5,surprise,5,5,happy,4,4,surprise,5,5,neutral,2,3,neutral,4,3
285,397.09,400.028,0.02530533,0.1662921,0.257269,0.261109,29.79,29.79,Sess01_script06_F024,neutral;happy,4.3,3.9,neutral,4,3,happy,3,3,happy,4,3,happy,5,5,happy,5,5,neutral,5,5,happy,4,4,neutral,5,5,neutral,4,3,neutral,4,3
286,400.028,414.475,0.1662921,0.03615047,0.261109,0.257269,29.79,29.77,Sess01_script06_M027,happy,4.2,4.1,surprise,4,4,happy,4,4,happy,4,3,happy,5,5,happy,5,5,surprise,5,5,happy,4,4,surprise,5,5,neutral,2,3,neutral,4,3
287,414.475,417.634,0.03615047,-0.2530532,0.257269,0.281588,29.77,29.79,Sess01_script06_F025,happy,4.9,4.9,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,surprise,5,5,happy,4,4,happy,5,5
288,417.634,424.797,-0.2530532,0.09760625,0.281588,0.281588,29.79,29.77,Sess01_script06_M028,happy,4.9,4.9,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5
289,424.797,452.7,0.09760625,1.850904,0.281588,0.279028,29.77,29.73,Sess01_script06_M029,happy,4.7,4.3,happy,5,4,happy,4,4,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,3,neutral,4,3
290,4.507,7.631,-0.234978,-0.0469956,0.520368,0.530615,29.71,29.67,Sess01_impro01_F001,neutral,2.7,2.7,angry,3,1,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,4,3,neutral,3,3,neutral,2,3,neutral,3,2,neutral,3,3
291,7.631,14.191,-0.0469956,-0.003615046,0.530615,0.549828,29.67,29.67,Sess01_impro01_M001,neutral,2.9,2.9,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,4,2,neutral,3,3
292,14.191,23.728,-0.003615046,-0.01084514,0.549828,0.530615,29.67,29.69,Sess01_impro01_F002,neutral,2.9,3.1,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,4,neutral,4,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3
293,23.728,32.165,-0.01084514,-0.03615047,0.530615,0.544705,29.69,29.73,Sess01_impro01_M002,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
294,32.165,37.036,-0.03615047,0.03976551,0.544705,0.551109,29.73,29.73,Sess01_impro01_F003,neutral,3.2,2.8,angry,4,1,disgust,4,3,neutral,3,3,disgust,2,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,2,3
295,37.036,45.042,0.03976551,-0.05784074,0.551109,0.540862,29.73,29.75,Sess01_impro01_M003,neutral,2.8,2.8,angry,3,1,neutral,3,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3
296,45.042,49.837,-0.05784074,0.01446019,0.540862,0.533177,29.75,29.77,Sess01_impro01_F004,neutral,3.1,2.9,angry,4,2,disgust,4,3,neutral,2,3,disgust,2,3,neutral,4,3,disgust,3,3,neutral,3,3,disgust,3,3,neutral,4,3,neutral,2,3
297,49.837,58.105,0.01446019,0,0.533177,0.717622,29.77,29.77,Sess01_impro01_M004,neutral,2.7,2.9,angry,3,2,neutral,3,3,neutral,2,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3
