Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
199,257.242,264.321,-0.007230093,-0.05061065,0.273957,0.275238,30.33,30.33,Sess02_script04_M016,neutral,1.7,3.1,disgust,2,3,neutral,2,3,fear,2,3,fear,1,4,surprise,1,4,disgust,1,1,neutral,2,3,fear,1,5,neutral,3,3,neutral,2,2
200,264.321,272.168,-0.05061065,0.007230093,0.275238,0.279078,30.33,30.35,Sess02_script04_F014,fear,2,3.6,angry,4,4,neutral,2,3,fear,2,4,disgust,1,4,fear,2,5,fear,1,1,neutral,3,3,fear,1,5,neutral,3,3,angry,1,4
201,272.168,277.078,0.007230093,-0.04338056,0.279078,0.276518,30.35,30.35,Sess02_script04_M017,surprise,1.7,3.7,fear,2,4,surprise,2,4,surprise,2,4,surprise,1,5,surprise,2,5,surprise,1,1,fear,2,3,surprise,1,5,surprise,3,3,surprise,1,3
202,277.078,278.912,-0.04338056,-0.09037616,0.276518,0.272677,30.35,30.33,Sess02_script04_F015,fear;surprise,2,3.7,surprise,2,4,surprise,3,4,fear,2,4,surprise,1,5,surprise,2,5,fear,1,1,fear,2,3,surprise,2,5,fear,3,3,fear,2,3
203,278.912,289.262,-0.09037616,0.5747924,0.272677,0.279078,30.33,30.31,Sess02_script04_M018,fear,1.7,3.1,fear,2,3,surprise,2,3,fear,2,2,surprise,1,5,surprise,1,4,fear,1,1,fear,2,3,fear,1,5,neutral,3,3,fear,2,2
204,289.262,292.464,0.5747924,-0.07230093,0.279078,0.272677,30.31,30.33,Sess02_script04_M019,fear,1.6,3.6,fear,2,4,fear,2,3,fear,2,4,fear,1,5,fear,1,5,fear,1,1,fear,2,3,fear,1,5,neutral,3,3,neutral,1,3
205,292.464,296.261,-0.07230093,0.003615046,0.272677,0.275238,30.33,30.27,Sess02_script04_F016,fear,1.8,3.5,fear,3,4,fear,2,4,fear,2,2,fear,1,5,fear,1,5,fear,1,1,surprise,2,3,fear,1,5,fear,3,3,fear,2,3
206,296.261,305.446,0.003615046,0.01084514,0.275238,0.266276,30.27,30.25,Sess02_script04_M020,fear,1.9,3.2,surprise,2,2,surprise,3,3,fear,2,2,fear,1,5,fear,1,5,fear,1,1,neutral,3,3,fear,1,5,neutral,3,3,neutral,2,3
207,305.446,322.622,0.01084514,0.159062,0.266276,0.249634,30.25,30.25,Sess02_script04_M021,fear,1.8,3,fear,2,2,fear,2,2,fear,2,2,fear,1,5,fear,1,4,fear,1,1,neutral,3,3,fear,1,5,neutral,3,3,neutral,2,3
208,322.622,328.002,0.159062,0.03976551,0.249634,0.247074,30.25,30.21,Sess02_script04_F017,fear,1.5,3.1,fear,1,3,fear,2,3,fear,2,2,fear,1,5,fear,1,4,fear,1,1,fear,2,3,fear,1,5,fear,2,3,fear,2,2
209,328.002,358.98,0.03976551,-0.02530533,0.247074,0.270117,30.21,30.09,Sess02_script04_M022,fear,1.6,3,fear,1,3,fear,3,2,fear,2,2,fear,1,5,fear,1,4,fear,1,1,fear,2,3,fear,1,5,neutral,3,3,fear,1,2
210,358.98,370.268,-0.02530533,-0.04338056,0.270117,0.271397,30.09,30.03,Sess02_script04_M023,fear,1.5,3,fear,1,3,fear,2,2,fear,2,2,fear,1,5,fear,1,4,fear,1,1,fear,2,3,fear,1,5,neutral,3,3,neutral,1,2
211,370.268,382.554,-0.04338056,-0.03615047,0.271397,0.276518,30.03,30.01,Sess02_script04_M024,fear,1.5,3,fear,1,3,fear,2,2,fear,2,2,fear,1,5,fear,1,4,fear,1,1,fear,2,3,fear,1,5,neutral,3,3,fear,1,2
212,382.554,385.714,-0.03615047,-0.003615046,0.276518,0.272677,30.01,30.01,Sess02_script04_F018,fear,1.5,3.2,fear,1,4,fear,1,2,fear,2,2,fear,1,5,fear,1,5,fear,1,1,fear,2,3,fear,2,5,fear,3,3,fear,1,2
213,385.714,395.226,-0.003615046,-0.1084514,0.272677,0.270117,30.01,29.99,Sess02_script04_M025,fear,1.7,3,fear,1,2,fear,2,2,fear,2,2,fear,1,5,fear,1,5,fear,1,1,neutral,2,3,fear,2,5,neutral,3,3,fear,2,2
214,395.226,412.546,-0.1084514,0.08676112,0.270117,0.258595,29.99,29.93,Sess02_script04_M026,fear,1.7,3,fear,1,3,fear,2,2,fear,2,2,fear,1,5,fear,1,4,fear,1,1,neutral,2,3,fear,2,5,neutral,3,3,fear,2,2
215,412.546,422.8,0.08676112,-0.07230093,0.258595,0.253475,29.93,29.95,Sess02_script04_M027,fear,1.7,3.4,fear,1,4,fear,2,4,fear,2,2,fear,1,5,fear,1,5,fear,1,1,neutral,2,3,fear,2,5,fear,3,3,fear,2,2
216,422.8,426.236,-0.07230093,0.0542257,0.253475,0.252194,29.95,29.93,Sess02_script04_F019,fear,1.6,3.9,fear,1,5,fear,2,4,fear,2,4,fear,1,5,fear,1,5,surprise,1,1,fear,2,3,fear,2,5,fear,3,4,fear,1,3
217,426.236,426.729,0.0542257,-0.003615046,0.252194,0.249634,29.93,29.93,Sess02_script04_M028,fear,1.6,3.7,fear,1,4,fear,2,4,fear,2,4,fear,1,5,fear,1,5,surprise,1,1,fear,2,3,fear,2,5,surprise,3,3,fear,1,3
218,426.729,428.994,-0.003615046,-0.007230093,0.249634,0.248354,29.93,29.93,Sess02_script04_F020,fear,1.4,3.8,fear,1,5,surprise,2,4,surprise,2,4,fear,1,5,fear,1,5,surprise,1,1,fear,1,4,fear,1,5,fear,3,3,fear,1,2
219,428.994,430.639,-0.007230093,0.01084514,0.248354,0.247074,29.93,29.93,Sess02_script04_M029,fear,1.6,3.7,fear,1,4,surprise,2,4,fear,2,4,fear,1,5,fear,1,5,surprise,1,1,fear,1,4,fear,2,5,neutral,3,3,fear,2,2
220,430.639,436.356,0.01084514,-0.03615047,0.247074,0.248354,29.93,29.93,Sess02_script04_F021,fear,1.2,4,fear,1,5,surprise,1,5,surprise,2,4,fear,1,5,fear,1,5,surprise,1,1,fear,1,4,fear,1,5,fear,2,4,fear,1,2
221,436.356,443.811,-0.03615047,-0.007230093,0.248354,0.240673,29.93,29.95,Sess02_script04_M030,fear,1.5,3.7,fear,1,4,surprise,2,4,fear,2,4,fear,1,5,fear,1,5,surprise,1,1,fear,1,4,fear,1,5,neutral,3,3,fear,2,2
222,443.811,447.643,-0.007230093,0.02892037,0.240673,0.243233,29.95,29.91,Sess02_script04_F022,fear;surprise,1.3,3.9,fear,1,4,surprise,1,5,surprise,2,4,fear,1,5,fear,1,5,surprise,1,1,fear,1,4,surprise,1,5,surprise,3,3,fear,1,3
223,447.643,452.658,0.02892037,-0.07230093,0.243233,0.245794,29.91,29.91,Sess02_script04_M031,fear,1.6,3.7,fear,1,4,surprise,2,4,surprise,2,4,fear,1,5,fear,1,5,surprise,1,1,fear,2,4,fear,1,5,neutral,3,3,fear,2,2
224,452.658,454.122,-0.07230093,-0.01807523,0.245794,0.261156,29.91,29.89,Sess02_script04_F023,surprise,1.2,4.4,fear,1,5,surprise,1,5,surprise,2,4,surprise,1,5,fear,1,5,disgust,1,1,fear,1,5,surprise,1,5,surprise,2,4,surprise,1,5
225,454.122,456.261,-0.01807523,-0.03976551,0.261156,0.245794,29.89,29.89,Sess02_script04_M032,fear,1.5,4,fear,1,5,surprise,2,4,surprise,2,4,surprise,1,5,fear,1,5,disgust,1,1,fear,1,5,fear,1,5,neutral,3,3,neutral,2,3
226,456.261,458.2,-0.03976551,-0.02892037,0.245794,0.248354,29.89,29.89,Sess02_script04_F024,fear,1.5,3.7,fear,1,4,surprise,2,3,fear,2,4,surprise,1,5,fear,1,5,fear,1,1,disgust,1,5,disgust,1,5,neutral,3,3,sad,2,2
227,458.2,462.8,-0.02892037,0.02892037,0.248354,0.241953,29.89,29.85,Sess02_script04_M033,fear,1.6,3.4,fear,1,4,neutral,2,3,fear,2,2,fear,1,5,fear,1,5,fear,1,1,neutral,2,3,fear,1,5,neutral,3,3,neutral,2,3
228,4.006,10.291,-0.08314607,-0.05784074,0.211229,0.224031,29.75,29.75,Sess02_script05_M001,neutral,2.9,3.1,fear,3,4,surprise,2,2,neutral,3,3,neutral,3,4,neutral,3,4,neutral,3,2,neutral,3,3,fear,3,3,neutral,3,3,neutral,3,3
229,10.291,13.116,-0.05784074,-0.09760625,0.224031,0.230431,29.75,29.73,Sess02_script05_F001,neutral,3.4,3.2,fear,4,4,neutral,3,2,neutral,3,3,neutral,3,4,neutral,4,4,neutral,3,2,disgust,3,3,neutral,3,4,neutral,4,3,neutral,4,3
230,13.116,17.45,-0.09760625,0.01084514,0.230431,0.227871,29.73,29.77,Sess02_script05_M002,neutral,2.9,3.2,fear,2,4,neutral,3,2,neutral,3,3,neutral,2,4,neutral,4,4,surprise,3,2,neutral,3,3,neutral,4,4,neutral,3,3,neutral,2,3
231,17.45,21.439,0.01084514,0.01807523,0.227871,0.224031,29.77,29.69,Sess02_script05_F002,neutral,3.2,3.2,fear,4,4,sad,3,3,neutral,3,3,neutral,2,4,neutral,3,3,neutral,3,2,neutral,4,3,neutral,4,4,neutral,4,3,neutral,2,3
232,21.439,35.623,0.01807523,-0.3506595,0.224031,0.239393,29.69,29.69,Sess02_script05_M003,neutral,3.3,3.1,fear,4,4,happy,4,3,neutral,3,3,neutral,3,4,neutral,3,3,happy,3,2,neutral,3,3,happy,4,4,neutral,4,3,neutral,2,2
233,35.623,37.392,-0.3506595,-0.07230093,0.239393,0.231712,29.69,29.67,Sess02_script05_F003,happy,3.8,3.4,happy,4,4,happy,4,3,happy,4,3,happy,3,4,happy,4,3,happy,4,4,neutral,4,3,happy,4,4,neutral,4,3,neutral,3,3
234,37.392,55.471,-0.07230093,0.159062,0.231712,0.206108,29.67,29.71,Sess02_script05_M004,neutral,2.3,3.1,fear,2,4,surprise,2,3,neutral,2,3,neutral,2,4,neutral,3,3,neutral,2,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,2,2
235,55.471,62.236,0.159062,0,0.206108,0.207388,29.71,29.71,Sess02_script05_F004,neutral,3,3.1,fear,4,3,sad,3,3,neutral,3,3,neutral,2,4,neutral,3,3,neutral,3,2,neutral,4,3,neutral,2,4,neutral,4,3,neutral,2,3
236,62.236,72.314,0,-0.01084514,0.207388,0.212509,29.71,29.67,Sess02_script05_M005,neutral,2.7,3.2,fear,3,4,surprise,3,3,neutral,3,3,neutral,2,4,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,4,neutral,4,3,neutral,2,3
237,72.314,75.847,-0.01084514,-0.06145579,0.212509,0.209949,29.67,29.67,Sess02_script05_F005,neutral,3.4,3.2,fear,4,4,neutral,4,3,neutral,3,3,neutral,3,4,neutral,4,3,neutral,3,2,neutral,3,3,neutral,3,4,neutral,4,3,neutral,3,3
238,75.847,86.835,-0.06145579,-0.02892037,0.209949,0.207388,29.67,29.65,Sess02_script05_M006,neutral,2.5,3.2,fear,3,4,neutral,2,3,neutral,3,3,angry,2,4,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,4,neutral,3,3,angry,2,3
239,86.835,92.588,-0.02892037,-0.03615047,0.207388,0.204828,29.65,29.65,Sess02_script05_F006,neutral,2.9,3.3,fear,4,4,neutral,3,3,neutral,3,3,angry,2,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,4,neutral,4,3,neutral,2,3
240,92.588,102.353,-0.03615047,0.1409868,0.204828,0.199707,29.65,29.67,Sess02_script05_M007,neutral,2.7,3.1,disgust,2,3,surprise,3,2,neutral,3,3,neutral,3,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,4,neutral,3,3,neutral,2,3
241,102.353,107.601,0.1409868,-0.1012213,0.199707,0.202268,29.67,29.65,Sess02_script05_F007,neutral,3.1,3.2,fear,4,4,fear,3,2,neutral,2,3,neutral,3,4,neutral,4,3,neutral,3,4,neutral,4,3,sad,2,4,neutral,4,3,neutral,2,2
242,107.601,119.154,-0.1012213,0.003615046,0.202268,0.198427,29.65,29.63,Sess02_script05_M008,neutral,2.4,3,fear,3,4,sad,2,2,neutral,2,2,angry,1,4,neutral,3,3,angry,2,2,neutral,3,3,neutral,2,4,neutral,4,3,angry,2,3
243,119.154,121.927,0.003615046,0.007230093,0.198427,0.195867,29.63,29.61,Sess02_script05_F008,neutral,2.6,3,sad,4,3,sad,2,2,neutral,2,3,surprise,1,4,angry,3,3,neutral,3,2,neutral,4,3,surprise,2,4,neutral,3,3,angry,2,3
244,121.927,127.654,0.007230093,0.01084514,0.195867,0.195867,29.61,29.67,Sess02_script05_M009,angry,2.1,3,sad,2,3,sad,2,2,neutral,2,3,angry,1,4,angry,3,3,angry,2,2,neutral,2,3,sad,2,4,neutral,3,3,angry,2,3
245,127.654,129.519,0.01084514,-0.03976551,0.195867,0.195867,29.67,29.69,Sess02_script05_F009,neutral,2,2.8,angry,2,2,sad,1,2,neutral,2,3,angry,1,4,sad,3,3,angry,2,2,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,2
246,129.519,133.071,-0.03976551,0.4193454,0.195867,0.193306,29.69,29.69,Sess02_script05_M010,neutral,2.4,3,surprise,2,4,sad,2,2,neutral,3,3,surprise,1,4,neutral,3,3,disgust,3,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,2,2
247,133.071,135.01,0.4193454,-0.01084514,0.193306,0.192026,29.69,29.67,Sess02_script05_F010,neutral;surprise,2.5,3.3,surprise,2,4,surprise,3,3,surprise,3,3,disgust,1,4,surprise,3,4,neutral,3,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,2,3
248,135.01,140.402,-0.01084514,0.01446019,0.192026,0.194587,29.67,29.71,Sess02_script05_M011,angry,2.2,3.4,angry,2,4,angry,2,3,neutral,2,3,angry,1,5,angry,3,4,angry,2,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,2,3
249,140.402,142.462,0.01446019,-0.01446019,0.194587,0.192026,29.71,29.69,Sess02_script05_F011,angry,2.5,3.5,angry,4,4,angry,2,3,neutral,3,3,angry,1,5,angry,3,4,disgust,2,2,angry,3,4,disgust,2,4,neutral,3,3,angry,2,3
250,142.462,151.945,-0.01446019,-0.07591598,0.192026,0.189466,29.69,29.71,Sess02_script05_M012,angry,2,3.1,angry,1,2,angry,2,3,neutral,3,3,angry,1,5,angry,3,3,disgust,2,2,angry,2,3,sad,2,4,neutral,3,3,angry,1,3
251,151.945,155.076,-0.07591598,-0.003615046,0.189466,0.193306,29.71,29.71,Sess02_script05_F012,angry,2.4,3.2,angry,4,4,angry,2,2,neutral,3,3,disgust,1,5,angry,3,3,neutral,2,2,angry,2,3,disgust,2,4,neutral,3,3,angry,2,3
252,155.076,182.407,-0.003615046,0.3795799,0.193306,0.186906,29.71,29.67,Sess02_script05_M013,neutral;angry;disgust,2,3,disgust,1,2,angry,2,2,neutral,2,3,disgust,1,5,angry,3,3,surprise,2,2,neutral,2,3,disgust,2,4,neutral,3,3,angry,2,3
253,182.407,186.128,0.3795799,-0.03976551,0.186906,0.188186,29.67,29.67,Sess02_script05_F013,surprise,2.2,3,disgust,1,3,disgust,2,2,surprise,3,3,surprise,1,4,surprise,3,3,surprise,2,2,neutral,2,3,surprise,2,4,neutral,4,3,surprise,2,3
254,186.128,211.171,-0.03976551,-0.0469956,0.188186,0.189466,29.67,29.73,Sess02_script05_M014,neutral;disgust,2.2,3.1,disgust,1,4,neutral,2,2,surprise,3,3,disgust,1,4,angry,3,3,disgust,2,2,neutral,3,3,surprise,2,4,neutral,3,3,angry,2,3
255,211.171,213.404,-0.0469956,-0.06145579,0.189466,0.189466,29.73,29.73,Sess02_script05_F014,angry;surprise,2.3,3,angry,1,4,angry,2,2,surprise,3,3,disgust,1,3,neutral,3,3,disgust,2,2,surprise,3,3,surprise,2,4,neutral,4,3,angry,2,3
256,213.404,217.945,-0.06145579,-0.0542257,0.189466,0.194587,29.73,29.77,Sess02_script05_M015,disgust,2.2,3.1,disgust,1,4,angry,2,2,surprise,3,3,disgust,1,4,angry,3,3,disgust,2,2,surprise,2,3,disgust,2,4,neutral,4,3,neutral,2,3
257,217.945,222.434,-0.0542257,0,0.194587,0.198427,29.77,29.81,Sess02_script05_F015,disgust;surprise,2.1,3.2,disgust,1,4,surprise,2,3,surprise,3,3,disgust,1,4,angry,3,3,angry,2,2,surprise,2,3,disgust,2,4,neutral,3,3,neutral,2,3
258,222.434,236.271,0,-0.1120664,0.198427,0.195867,29.81,29.69,Sess02_script05_M016,angry,1.9,2.9,angry,1,4,angry,2,2,neutral,2,3,angry,1,4,angry,3,3,disgust,1,1,angry,2,3,disgust,2,4,neutral,3,3,neutral,2,2
259,236.271,249.953,-0.1120664,-0.003615046,0.195867,0.186906,29.69,29.65,Sess02_script05_F016,neutral;angry;disgust,2.3,3,angry,2,4,sad,1,2,neutral,3,3,disgust,1,4,angry,3,3,disgust,1,1,neutral,4,3,disgust,2,4,neutral,4,3,angry,2,3
260,249.953,257.846,-0.003615046,0.3687347,0.186906,0.189466,29.65,29.61,Sess02_script05_M017,angry,1.9,2.8,disgust,1,2,angry,2,2,neutral,2,3,disgust,1,4,angry,3,3,angry,1,1,angry,2,3,disgust,2,4,neutral,3,3,angry,2,3
261,257.846,264.149,0.3687347,0.03615047,0.189466,0.186906,29.61,29.55,Sess02_script05_F017,angry,1.8,3.2,disgust,1,3,angry,2,4,angry,2,3,disgust,1,5,angry,2,3,angry,1,1,angry,2,3,angry,2,4,neutral,3,3,angry,2,3
262,264.149,270.898,0.03615047,-0.1265266,0.186906,0.198427,29.55,29.53,Sess02_script05_M018,angry,1.8,2.9,disgust,1,2,angry,2,2,angry,2,3,angry,1,5,angry,2,3,disgust,1,1,angry,2,3,disgust,2,4,neutral,3,3,neutral,2,3
263,270.898,290.881,-0.1265266,0,0.198427,0.195867,29.53,29.55,Sess02_script05_F018,angry,1.3,4.1,angry,1,5,angry,1,5,angry,2,4,angry,1,5,angry,2,5,angry,1,1,angry,1,4,angry,1,4,angry,2,4,angry,1,4
264,290.881,299.99,0,-0.02530533,0.195867,0.192026,29.55,29.55,Sess02_script05_F019,angry,1.2,4.6,angry,1,5,angry,1,5,angry,2,5,angry,1,5,angry,1,5,angry,1,1,angry,1,5,angry,1,5,angry,2,5,angry,1,5
265,299.99,318.75,-0.02530533,-0.0469956,0.192026,0.192026,29.55,29.57,Sess02_script05_M019,angry,1.5,3.6,angry,1,2,angry,2,4,angry,2,4,angry,1,5,angry,1,5,angry,1,1,angry,2,4,angry,1,5,neutral,2,3,angry,2,3
266,4.686,6.022,-0.09037616,0.06507084,0.244513,0.248354,29.51,29.51,Sess02_script06_F001,neutral,2.9,2.9,neutral,3,2,fear,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,sad,2,4,neutral,3,3,neutral,3,3
267,6.022,8.017,0.06507084,-0.003615046,0.248354,0.250914,29.51,29.53,Sess02_script06_M001,neutral,2.8,2.9,neutral,2,2,fear,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,sad,2,4,neutral,3,3,neutral,3,3
268,8.017,9.679,-0.003615046,0.09399121,0.250914,0.256035,29.53,29.51,Sess02_script06_F002,neutral,2.8,2.9,neutral,3,2,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,sad,2,4,neutral,3,3,neutral,3,3
269,9.679,14.776,0.09399121,-0.07953102,0.256035,0.248354,29.51,29.51,Sess02_script06_M002,neutral,2.8,3,fear,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,2,3,sad,2,4,neutral,3,3,neutral,3,3
270,14.776,22.051,-0.07953102,-0.02169028,0.248354,0.248354,29.51,29.53,Sess02_script06_F003,neutral,2.3,2.9,sad,2,3,sad,2,3,neutral,3,3,neutral,2,3,angry,2,2,neutral,3,2,neutral,2,3,sad,2,4,neutral,3,3,sad,2,3
271,22.051,25.147,-0.02169028,-0.0542257,0.248354,0.261156,29.53,29.51,Sess02_script06_M003,neutral;sad,2.4,2.8,sad,2,3,sad,3,3,neutral,3,3,neutral,2,3,angry,2,2,angry,3,2,neutral,2,3,sad,2,4,neutral,3,3,sad,2,2
272,25.147,27.164,-0.0542257,-0.04338056,0.261156,0.266276,29.51,29.51,Sess02_script06_F004,sad,2.4,2.7,sad,2,3,sad,2,2,sad,3,3,neutral,2,3,sad,2,2,sad,3,2,neutral,2,3,sad,2,4,neutral,4,3,sad,2,2
273,27.164,37.766,-0.04338056,0.3253542,0.266276,0.268837,29.51,29.43,Sess02_script06_M004,sad,2.5,2.6,sad,1,3,sad,3,2,sad,3,2,neutral,2,3,sad,2,2,sad,3,2,neutral,3,3,sad,2,4,neutral,4,3,sad,2,2
274,37.766,43.603,0.3253542,-0.01446019,0.268837,0.279078,29.43,29.43,Sess02_script06_F005,neutral,2.4,2.9,angry,2,3,neutral,3,3,neutral,3,3,neutral,2,3,angry,2,2,sad,2,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,2,3
275,43.603,49.371,-0.01446019,-0.03615047,0.279078,0.276518,29.43,29.41,Sess02_script06_M005,neutral,2.2,2.9,angry,2,3,sad,2,3,neutral,3,3,disgust,2,3,angry,2,2,angry,2,2,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
276,49.371,58.734,-0.03615047,-0.0469956,0.276518,0.282919,29.41,29.37,Sess02_script06_F006,angry,2.4,2.9,angry,4,3,sad,3,3,neutral,2,3,disgust,2,3,angry,2,2,angry,2,2,neutral,2,3,disgust,2,4,neutral,3,3,angry,2,3
277,58.734,72.468,-0.0469956,-0.0542257,0.282919,0.277798,29.37,29.33,Sess02_script06_M006,neutral,2.4,2.8,surprise,2,3,sad,3,2,neutral,3,3,disgust,2,3,angry,2,2,neutral,2,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,2,3
278,72.468,80.589,-0.0542257,-0.02892037,0.277798,0.280358,29.33,29.33,Sess02_script06_F007,neutral,2.7,2.9,angry,4,4,surprise,3,2,neutral,3,3,disgust,2,3,angry,2,2,neutral,3,2,neutral,2,3,sad,2,4,neutral,4,3,neutral,2,3
279,80.589,93.585,-0.02892037,-0.02169028,0.280358,0.279078,29.33,29.25,Sess02_script06_F008,neutral,2.6,2.9,angry,4,4,neutral,3,2,neutral,3,3,disgust,2,3,angry,2,2,neutral,2,2,sad,3,3,sad,2,4,neutral,3,3,angry,2,3
280,93.585,110.803,-0.02169028,-0.09399121,0.279078,0.273957,29.25,29.25,Sess02_script06_M007,angry,2.5,2.9,angry,3,3,disgust,3,3,neutral,3,3,disgust,2,3,angry,2,2,angry,2,2,neutral,3,3,sad,2,4,neutral,3,3,angry,2,3
281,110.803,114.531,-0.09399121,-0.02169028,0.273957,0.270117,29.25,29.19,Sess02_script06_F009,angry,2.5,3.1,angry,4,3,angry,3,3,neutral,2,3,angry,2,4,angry,2,3,angry,2,2,angry,2,3,disgust,2,4,neutral,4,3,angry,2,3
282,114.531,126.708,-0.02169028,-0.02169028,0.270117,0.270117,29.19,29.19,Sess02_script06_M008,neutral;angry,2.2,3,disgust,2,2,angry,3,3,neutral,2,3,angry,2,4,angry,2,3,angry,2,2,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
283,126.708,139.05,-0.02169028,-0.02169028,0.270117,0.270117,29.19,29.19,Sess02_script06_F010,angry,2.6,3,neutral,4,4,angry,2,3,neutral,3,3,angry,2,3,angry,2,2,angry,2,2,neutral,3,3,sad,2,4,neutral,4,3,angry,2,3
284,139.05,144.364,-0.02169028,-0.02169028,0.270117,0.270117,29.19,29.19,Sess02_script06_M009,neutral,2.4,2.9,angry,2,3,neutral,3,3,neutral,3,3,angry,2,3,angry,2,2,neutral,2,2,neutral,2,3,sad,2,4,neutral,3,3,neutral,3,3
285,144.364,146.925,-0.02169028,-0.02169028,0.270117,0.270117,29.19,29.19,Sess02_script06_F011,angry,2.4,3,angry,2,4,angry,3,3,neutral,3,3,angry,2,3,angry,2,2,neutral,2,2,angry,2,3,angry,2,4,neutral,3,3,neutral,3,3
286,146.925,160.334,-0.02169028,-0.007230093,0.270117,0.268837,29.19,29.21,Sess02_script06_M010,neutral,2.5,2.9,angry,2,2,sad,3,3,neutral,3,3,angry,2,4,angry,2,2,neutral,2,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,3,3
287,160.334,169.666,-0.007230093,0.01446019,0.268837,0.267557,29.21,29.29,Sess02_script06_F012,angry,2.2,3.3,angry,2,4,angry,2,3,neutral,2,3,angry,2,4,angry,2,4,neutral,2,2,neutral,3,3,angry,2,4,neutral,3,3,angry,2,3
288,169.666,184.859,0.01446019,-0.03615047,0.267557,0.252194,29.29,29.35,Sess02_script06_M011,angry,2.3,3.1,angry,2,3,surprise,3,3,neutral,3,3,angry,2,4,angry,2,3,disgust,2,2,neutral,2,3,angry,2,4,neutral,3,3,angry,2,3
289,184.859,186.645,-0.03615047,0,0.252194,0.252194,29.35,29.37,Sess02_script06_F013,angry;disgust,2.1,3.4,disgust,3,4,disgust,2,4,neutral,2,3,angry,2,4,angry,2,3,disgust,2,2,angry,2,4,disgust,2,4,neutral,2,3,angry,2,3
290,186.645,220.22,0,-0.01807523,0.252194,0.263716,29.37,29.29,Sess02_script06_M012,angry,2,2.9,angry,1,3,sad,3,2,neutral,3,3,angry,2,4,angry,2,3,angry,1,1,neutral,2,3,sad,2,4,neutral,2,3,angry,2,3
291,220.22,226.452,-0.01807523,-0.06145579,0.263716,0.253475,29.29,29.13,Sess02_script06_F014,angry,1.9,3.3,angry,2,4,angry,2,3,neutral,2,3,angry,2,4,angry,2,4,disgust,1,1,angry,2,4,disgust,2,4,neutral,2,3,angry,2,3
292,226.452,233.242,-0.06145579,-0.06145579,0.253475,0.253475,29.13,29.13,Sess02_script06_M013,neutral;angry,2.2,3.2,angry,2,4,angry,3,3,neutral,3,3,angry,2,4,angry,2,4,disgust,1,1,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
293,233.242,240.013,-0.06145579,-0.06145579,0.253475,0.253475,29.13,29.13,Sess02_script06_F015,neutral,2.5,3.1,neutral,3,3,neutral,3,3,neutral,3,3,angry,2,4,surprise,2,3,neutral,2,2,neutral,2,3,sad,2,4,neutral,3,3,neutral,3,3
294,240.013,269.122,-0.06145579,-0.06145579,0.253475,0.253475,29.13,29.13,Sess02_script06_M014,neutral;angry,2.3,3,angry,2,4,sad,3,2,neutral,3,3,angry,2,4,angry,2,3,angry,2,1,neutral,2,3,disgust,2,4,neutral,3,3,neutral,2,3
295,269.122,273.011,-0.06145579,-0.06145579,0.253475,0.253475,29.13,29.13,Sess02_script06_F016,angry,2,2.9,angry,2,2,sad,2,2,neutral,3,3,angry,2,4,angry,2,3,angry,1,1,angry,2,4,angry,2,4,neutral,2,3,sad,2,3
296,273.011,297.696,-0.06145579,-0.06145579,0.253475,0.253475,29.13,29.13,Sess02_script06_M015,neutral,1.8,2.7,disgust,1,3,sad,1,2,neutral,2,3,disgust,2,3,angry,2,2,sad,1,1,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
297,0,3.368,-0.03253542,-0.007230093,0,0.019207,28.49,28.47,Sess02_impro01_F001,neutral,3.4,3.2,neutral,4,4,happy,4,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,happy,4,3,neutral,3,3,neutral,4,3
298,3.368,6.658,-0.007230093,-0.0469956,0.019207,0.00128,28.47,28.47,Sess02_impro01_M001,happy,3.6,3.3,happy,4,4,happy,4,3,happy,3,3,happy,3,3,happy,4,4,happy,3,4,neutral,3,3,happy,4,3,neutral,4,3,happy,4,3
